id,data_campanha,canal,regiao,investimento,impressoes,conversoes,taxa_conversao,departamento
361,2023-05-03,LinkedIn,Sudeste,47622.12,71111,72,26.57,Financeiro
362,2023-06-16,SEO,Sudeste,2543.82,78911,45,1.72,Vendas
363,2022-06-04,Email,Sul,6815.65,45858,248,2.99,Logística
364,2024-07-31,Google Ads,Norte,5076.18,48838,324,39.27,Logística
365,2024-10-13,TikTok,Nordeste,5432.19,4631,221,9.98,Marketing
366,2022-04-05,Facebook,Sul,3773.34,21281,66,0.72,Logística
367,2023-05-03,LinkedIn,Nordeste,36071.44,75069,64,0.86,Contabilidade
368,2025-03-24,LinkedIn,Sudeste,287.17,77741,137,2.41,RH
369,2022-07-31,SEO,Sul,8160.11,83789,465,7.51,Marketing
370,2024-05-29,LinkedIn,Sul,40546.65,85662,39,0.53,TI
371,2022-02-09,TikTok,Centro-Oeste,14192.88,61226,84,1.66,Logística
372,2023-09-27,Instagram,Centro-Oeste,42974.65,74569,405,5.22,Contabilidade
373,2022-11-21,YouTube,Nordeste,11987.37,46328,210,2.11,TI
374,2023-05-02,Facebook,Nordeste,25904.86,40371,279,2.93,Contabilidade
375,2024-07-09,LinkedIn,Sudeste,45755.19,93835,372,4.86,Financeiro
376,2023-06-13,Email,Nordeste,8675.37,84277,384,7.52,Vendas
377,2023-09-16,TikTok,Sul,31520.26,65934,175,6.25,RH
378,2024-01-12,TikTok,Norte,48726.86,45244,192,2.84,Contabilidade
379,2023-04-02,Google Ads,Nordeste,35579.1,81397,157,1.66,TI
380,2023-07-08,Google Ads,Centro-Oeste,38168.67,17431,115,2.35,Financeiro
381,2022-04-14,Google Ads,Norte,29101.0,75399,214,4.46,TI
382,2025-12-02,SEO,Sudeste,30110.23,30891,214,2.7,Financeiro
383,2022-12-10,YouTube,Sudeste,6459.5,92032,450,19.01,Vendas
384,2022-11-11,Google Ads,Nordeste,18361.77,55079,304,3.06,Vendas
385,2022-06-23,Email,Norte,2747.26,14140,389,7.02,Vendas
386,2025-12-26,Facebook,Sudeste,23391.37,25162,55,1.78,Financeiro
387,2023-06-14,TikTok,Centro-Oeste,15605.88,56194,33,0.35,Contabilidade
388,2025-07-22,Facebook,Sul,736.14,35851,5,0.23,RH
389,2023-11-07,Email,Sudeste,39879.54,41130,111,3.99,Vendas
390,2023-05-12,SEO,Sul,28802.91,55690,326,4.72,Logística
391,2022-06-18,SEO,Nordeste,24116.84,79004,244,57.41,Contabilidade
392,2022-12-01,Email,Sudeste,8523.66,96498,220,5.54,Financeiro
393,2023-02-20,Instagram,Sul,16289.92,74763,21,5.83,RH
394,2025-07-26,Google Ads,Sudeste,1992.99,40402,497,6.6,Financeiro
395,2025-08-13,Email,Centro-Oeste,3470.93,20090,430,5.73,RH
396,2025-12-16,SEO,Centro-Oeste,24495.64,35053,431,44.9,Logística
397,2025-08-06,LinkedIn,Norte,46061.74,53501,90,1.1,RH
398,2022-05-06,YouTube,Sudeste,7266.05,48668,361,8.05,RH
399,2023-09-19,LinkedIn,Sul,11309.23,53460,100,1.03,TI
400,2023-03-11,Instagram,Centro-Oeste,13931.11,23874,437,5.13,Financeiro
401,2023-11-16,TikTok,Nordeste,27941.0,33521,113,1.33,TI
402,2022-02-10,TikTok,Nordeste,44607.64,37337,126,2.22,Vendas
403,2025-10-23,LinkedIn,Norte,31490.66,24696,429,11.09,Financeiro
404,2023-01-02,Instagram,Centro-Oeste,15580.29,63344,432,10.16,TI
405,2024-02-06,LinkedIn,Sudeste,31713.7,21615,275,27.5,Vendas
406,2023-10-26,Facebook,Sudeste,11584.56,7317,22,1.02,Vendas
407,2022-07-16,Google Ads,Sudeste,41092.82,93890,167,10.64,Marketing
408,2024-12-30,TikTok,Norte,47365.77,78038,166,3.71,Logística
409,2023-07-14,Instagram,Nordeste,49883.58,85886,26,0.52,Marketing
410,2022-06-11,Instagram,Centro-Oeste,19724.19,49793,36,2.35,Vendas
411,2022-03-14,TikTok,Sul,16105.02,10878,261,2.69,TI
412,2023-12-09,Google Ads,Centro-Oeste,42239.58,94781,421,11.21,Logística
413,2023-06-05,Facebook,Sul,34460.32,94447,312,4.0,TI
414,2023-10-06,SEO,Sudeste,16725.76,16895,254,3.89,Financeiro
415,2024-11-20,Instagram,Centro-Oeste,39897.34,54684,88,2.13,TI
416,2022-09-04,YouTube,Nordeste,42010.79,10756,220,2.47,Logística
417,2024-06-04,LinkedIn,Centro-Oeste,18297.73,18225,485,193.23,Contabilidade
418,2024-06-11,Facebook,Centro-Oeste,38977.28,6444,234,4.84,Vendas
419,2025-02-25,YouTube,Sul,2831.27,47989,310,4.44,RH
420,2022-06-08,Email,Nordeste,22325.09,90894,449,12.35,Logística
421,2024-10-31,Google Ads,Sul,48221.18,5973,12,0.63,TI
422,2024-05-05,Facebook,Norte,4024.5,97033,145,3.98,RH
423,2024-11-17,Facebook,Sul,7525.09,78843,425,12.17,TI
424,2024-03-11,Facebook,Sudeste,14124.27,32860,498,5.42,RH
425,2024-11-06,TikTok,Sul,5782.7,97188,495,8.43,TI
426,2023-12-25,YouTube,Sul,26419.37,6996,350,5.99,Logística
427,2024-02-21,SEO,Sudeste,1855.71,73981,302,3.4,Contabilidade
428,2022-12-27,Google Ads,Norte,8099.58,63805,245,9.22,Logística
429,2022-01-04,Facebook,Centro-Oeste,24464.93,59645,421,16.02,Logística
430,2023-12-22,YouTube,Centro-Oeste,9738.46,3325,107,1.38,RH
431,2025-12-29,Google Ads,Sul,11241.48,30090,370,40.48,Contabilidade
432,2024-12-01,SEO,Norte,20077.08,85088,227,5.3,Marketing
433,2025-01-28,LinkedIn,Sudeste,48849.43,61483,311,22.2,Marketing
434,2025-03-01,Google Ads,Sudeste,19437.66,50665,134,1.53,RH
435,2024-02-03,Facebook,Sul,36188.57,45253,230,2.82,TI
436,2023-12-27,YouTube,Norte,4291.65,47018,155,2.55,Contabilidade
437,2023-05-25,Facebook,Sul,20168.32,7398,155,2.13,Vendas
438,2022-02-03,Google Ads,Nordeste,29469.71,46808,75,0.86,Contabilidade
439,2023-11-10,LinkedIn,Nordeste,48070.11,62567,219,2.77,Financeiro
440,2025-10-18,LinkedIn,Norte,39750.63,50614,9,0.11,Logística
441,2025-04-27,Instagram,Sudeste,27904.75,15120,55,0.89,Marketing
442,2022-11-11,Google Ads,Norte,27420.55,19818,344,7.81,Logística
443,2024-02-07,Email,Centro-Oeste,2973.09,43106,488,99.8,Logística
444,2023-08-29,Google Ads,Sul,2984.39,98566,175,25.11,Logística
445,2025-02-01,LinkedIn,Sul,28222.9,66008,470,7.04,Logística
446,2024-11-10,TikTok,Nordeste,22966.56,41613,266,4.23,TI
447,2023-02-19,Email,Nordeste,19647.22,69963,6,0.16,Contabilidade
448,2022-03-03,Facebook,Centro-Oeste,33595.4,30281,14,0.27,Vendas
449,2023-04-08,Google Ads,Sudeste,30792.89,91654,316,6.79,TI
450,2025-03-05,YouTube,Centro-Oeste,21940.38,36582,290,4.22,Contabilidade
451,2025-06-22,TikTok,Nordeste,19435.55,48084,262,15.11,RH
452,2022-11-18,Instagram,Centro-Oeste,30321.21,21342,193,2.57,Contabilidade
453,2022-04-25,Google Ads,Nordeste,16432.59,17697,206,4.91,TI
454,2023-08-11,Google Ads,Centro-Oeste,6569.0,51101,459,5.91,Financeiro
455,2022-07-29,Instagram,Centro-Oeste,42670.46,11330,499,8.12,RH
456,2023-06-22,Facebook,Sul,28236.71,83448,22,0.78,Contabilidade
457,2022-01-25,SEO,Norte,43116.66,55108,451,6.74,Financeiro
458,2022-08-24,Instagram,Nordeste,2267.88,76905,277,12.69,Financeiro
459,2023-07-19,TikTok,Sul,26407.5,5409,150,1.55,RH
460,2024-05-02,Facebook,Centro-Oeste,19142.71,19420,99,1.26,Financeiro
461,2025-02-03,Email,Centro-Oeste,30613.8,40705,424,16.04,TI
462,2023-06-16,Instagram,Centro-Oeste,7322.91,71345,409,4.54,Contabilidade
463,2022-05-25,LinkedIn,Sudeste,19705.02,31763,370,4.82,TI
464,2023-04-09,Facebook,Norte,15080.15,70863,21,3.4,Logística
465,2024-02-19,Facebook,Centro-Oeste,7709.73,16928,347,3.47,Contabilidade
466,2024-04-17,Google Ads,Sudeste,12501.97,12176,293,58.48,Marketing
467,2022-07-09,Facebook,Norte,22764.58,77042,400,18.6,Logística
468,2024-02-14,Instagram,Centro-Oeste,15834.89,96195,485,6.01,Financeiro
469,2023-03-09,Email,Norte,28053.93,6933,342,9.22,Marketing
470,2023-02-10,Facebook,Sul,4016.75,14584,47,2.45,Contabilidade
471,2025-07-21,Facebook,Centro-Oeste,49971.08,2272,287,5.04,TI
472,2022-11-17,SEO,Norte,34900.64,59318,118,1.21,Logística
473,2024-07-11,Google Ads,Sul,211.1,48337,159,2.31,TI
474,2022-04-08,YouTube,Sudeste,28668.98,14118,140,2.83,Logística
475,2024-12-14,LinkedIn,Norte,40894.66,3854,234,7.0,TI
476,2023-12-26,YouTube,Centro-Oeste,13207.54,42248,413,5.25,Vendas
477,2024-07-26,SEO,Sudeste,47323.66,79596,78,1.73,Contabilidade
478,2023-07-03,Google Ads,Nordeste,2827.17,29153,371,4.97,Marketing
479,2025-04-04,TikTok,Norte,12987.73,80202,321,8.31,Vendas
480,2023-04-14,YouTube,Sul,30462.08,38870,362,23.25,Vendas
481,2023-09-08,Facebook,Norte,40809.44,51503,207,54.91,Vendas
482,2024-07-12,SEO,Nordeste,8474.7,9567,388,4.21,TI
483,2024-03-23,LinkedIn,Norte,17449.38,90842,473,68.25,TI
484,2025-05-19,YouTube,Centro-Oeste,1435.44,39708,273,4.03,Contabilidade
485,2023-04-08,YouTube,Norte,4821.59,51921,164,3.4,TI
486,2023-08-19,YouTube,Sudeste,3165.5,79570,225,4.48,RH
487,2025-07-26,Email,Sul,18990.69,34072,325,3.79,TI
488,2025-08-23,LinkedIn,Sudeste,23418.12,14962,459,89.13,TI
489,2024-08-17,Google Ads,Norte,46075.52,59263,233,2.89,Contabilidade
490,2024-09-11,SEO,Sul,43094.97,41624,334,3.39,Vendas
491,2022-03-17,TikTok,Sul,40466.34,14534,417,21.81,TI
492,2025-12-11,YouTube,Norte,22173.25,5785,293,6.29,RH
493,2022-07-10,Email,Centro-Oeste,1278.94,39499,472,31.24,Contabilidade
494,2025-04-27,YouTube,Sudeste,17897.95,37610,434,11.34,Vendas
495,2024-11-28,Email,Sul,11741.35,96736,338,4.99,Logística
496,2022-11-28,LinkedIn,Sul,46288.33,15273,191,2.4,Contabilidade
497,2023-03-09,LinkedIn,Centro-Oeste,34017.33,32955,419,349.17,Contabilidade
498,2025-11-23,Instagram,Sudeste,2864.52,83117,316,4.7,Marketing
499,2022-08-17,TikTok,Sudeste,10800.67,31848,197,10.94,Financeiro
500,2023-09-14,YouTube,Nordeste,10901.15,36788,290,3.45,Financeiro
501,2023-02-06,SEO,Sul,35911.08,50298,77,1.4,Logística
502,2022-11-11,TikTok,Sudeste,12255.71,73536,318,4.23,Logística
503,2022-06-10,LinkedIn,Centro-Oeste,4715.19,76563,359,10.59,Contabilidade
504,2024-09-13,YouTube,Sudeste,6305.96,5374,391,5.47,TI
505,2025-08-05,Facebook,Sudeste,18328.04,31014,286,5.36,Financeiro
506,2022-09-06,YouTube,Nordeste,30415.49,45433,60,11.98,Financeiro
507,2025-02-15,LinkedIn,Centro-Oeste,34904.55,99319,300,6.81,Financeiro
508,2025-04-28,TikTok,Norte,15182.76,14320,106,2.14,Logística
509,2023-11-03,SEO,Sudeste,48861.3,1642,330,8.5,RH
510,2025-09-16,Instagram,Sudeste,35895.63,92175,128,7.43,Logística
511,2024-03-25,Instagram,Centro-Oeste,27096.22,43225,202,9.33,RH
512,2022-04-23,SEO,Norte,41704.17,82413,332,11.28,Financeiro
513,2022-04-09,Facebook,Norte,49247.11,88454,3,0.3,TI
514,2022-06-01,YouTube,Norte,40917.02,77732,217,2.84,Vendas
515,2023-06-01,Facebook,Nordeste,28136.22,12497,403,10.38,TI
516,2025-02-12,Instagram,Nordeste,2439.25,70580,378,7.47,Logística
517,2025-03-19,Google Ads,Sul,48578.52,54068,426,5.37,Vendas
518,2023-03-23,Facebook,Norte,9912.44,35563,477,10.84,RH
519,2024-08-12,LinkedIn,Sudeste,6330.96,48553,346,6.54,Logística
520,2022-10-11,Instagram,Norte,21007.65,70508,310,3.42,Vendas
521,2024-04-21,LinkedIn,Norte,43951.44,69979,10,0.15,Contabilidade
522,2024-02-27,Facebook,Nordeste,14442.61,4808,246,9.29,Vendas
523,2022-08-27,YouTube,Sul,20731.65,32291,391,5.55,RH
524,2025-07-05,Facebook,Sudeste,9544.78,61613,467,6.47,Marketing
525,2022-10-29,LinkedIn,Sul,846.03,88349,124,10.26,Logística
526,2025-09-10,Instagram,Centro-Oeste,28621.1,19338,116,1.31,Vendas
527,2024-04-03,TikTok,Norte,44287.01,23912,325,5.13,RH
528,2023-06-17,SEO,Nordeste,12095.95,25444,298,5.7,Vendas
529,2023-06-11,Email,Centro-Oeste,45359.17,90626,212,2.46,Marketing
530,2025-07-13,YouTube,Sul,38030.02,58017,127,1.51,TI
531,2022-08-26,Facebook,Centro-Oeste,43618.2,30171,452,12.16,TI
532,2025-05-24,Google Ads,Centro-Oeste,21361.68,74653,12,0.14,Financeiro
533,2023-10-12,SEO,Sul,4350.13,89449,170,16.77,Contabilidade
534,2025-12-01,Instagram,Sudeste,32051.39,70552,198,2.49,RH
535,2023-12-31,Facebook,Nordeste,2701.31,3072,472,10.57,Financeiro
536,2022-12-11,Facebook,Sudeste,47690.43,24406,239,3.62,Financeiro
537,2022-10-26,LinkedIn,Centro-Oeste,36269.81,67678,110,2.22,TI
538,2022-12-25,SEO,Centro-Oeste,26805.85,87231,3,0.03,RH
539,2023-04-11,TikTok,Sul,47574.26,26633,239,2.4,Contabilidade
540,2025-03-31,SEO,Centro-Oeste,18014.25,9840,250,2.68,Logística
541,2024-07-13,Email,Norte,40824.57,10632,130,11.27,Financeiro
542,2024-07-22,Google Ads,Nordeste,33803.08,94124,200,2.29,Financeiro
543,2024-03-15,TikTok,Sudeste,7506.04,14641,181,10.09,Vendas
544,2023-08-21,Instagram,Nordeste,18301.92,28262,284,47.25,Contabilidade
545,2024-01-11,YouTube,Nordeste,819.24,5203,21,0.25,Logística
546,2022-12-07,Email,Sul,7393.03,19260,493,5.82,Financeiro
547,2022-12-17,Facebook,Norte,11236.26,62827,465,5.38,RH
548,2025-07-27,TikTok,Nordeste,10215.87,94882,87,1.23,Marketing
549,2025-01-20,SEO,Nordeste,38148.59,25103,148,103.5,Financeiro
550,2025-06-17,TikTok,Norte,6773.34,73143,32,0.65,Vendas
551,2025-10-11,Facebook,Sudeste,27284.02,90375,129,4.74,Financeiro
552,2023-03-05,YouTube,Centro-Oeste,30692.29,9679,220,8.23,RH
553,2023-12-25,SEO,Norte,36595.31,90709,167,39.86,TI
554,2022-06-15,Google Ads,Sul,47854.05,16050,453,8.93,Logística
555,2025-12-25,Instagram,Nordeste,26934.53,57265,131,4.47,Vendas
556,2023-03-06,YouTube,Norte,34535.08,60217,6,0.26,Vendas
557,2022-11-11,LinkedIn,Norte,12107.29,93456,19,0.59,Logística
558,2025-08-03,Email,Nordeste,13658.66,60886,72,1.3,Contabilidade
559,2024-06-09,Instagram,Sul,10315.1,4949,58,3.0,Contabilidade
560,2023-03-29,Facebook,Sudeste,20835.59,56872,202,3.15,Contabilidade
561,2025-10-16,Email,Norte,27951.77,33601,372,10.69,Contabilidade
562,2023-07-25,Email,Norte,171.61,3472,191,2.95,TI
563,2025-04-03,TikTok,Norte,21851.12,5014,135,1.49,Marketing
564,2023-11-10,Google Ads,Norte,14578.48,44148,376,22.71,Financeiro
565,2025-04-03,YouTube,Nordeste,20420.12,68597,73,46.2,RH
566,2022-09-01,SEO,Norte,6566.74,42661,49,12.34,Logística
567,2024-04-15,YouTube,Norte,30530.99,96788,412,12.5,TI
568,2025-12-21,SEO,Centro-Oeste,16561.82,21944,83,2.02,Logística
569,2025-02-05,Google Ads,Centro-Oeste,8215.97,66957,338,3.72,Vendas
570,2024-06-30,Email,Nordeste,49206.89,46854,331,7.29,Logística
571,2025-12-31,Email,Sudeste,2957.57,54030,358,12.11,Marketing
572,2023-02-11,SEO,Norte,37332.99,14960,346,22.7,TI
573,2022-11-22,SEO,Centro-Oeste,45740.31,67393,397,5.49,Contabilidade
574,2025-12-13,Instagram,Sudeste,9160.69,6292,228,6.13,TI
575,2024-12-24,Google Ads,Nordeste,49160.39,3604,141,3.3,Marketing
576,2024-11-05,Google Ads,Sul,40136.85,62720,273,13.46,Contabilidade
577,2023-09-26,Instagram,Nordeste,27224.07,80842,34,0.92,Marketing
578,2025-11-18,Email,Centro-Oeste,47868.19,79152,168,5.48,TI
579,2023-12-24,YouTube,Sudeste,16366.65,43097,406,5.49,Financeiro
580,2022-06-30,Facebook,Nordeste,30019.26,59879,436,4.45,Contabilidade
581,2025-12-22,Email,Centro-Oeste,27457.77,62307,9,0.13,Vendas
582,2023-10-28,Facebook,Norte,22163.38,51994,128,117.43,RH
583,2024-01-01,TikTok,Norte,28542.36,15290,456,7.85,Logística
584,2023-01-07,Facebook,Nordeste,46425.49,27400,85,1.35,Logística
585,2024-02-09,Google Ads,Norte,26132.23,68373,397,12.0,Marketing
586,2022-05-25,Instagram,Sul,22979.47,84311,348,3.64,RH
587,2023-04-11,Google Ads,Sudeste,29376.91,37800,369,5.68,TI
588,2023-05-20,TikTok,Sul,37049.63,78908,382,17.57,Financeiro
589,2023-11-04,YouTube,Norte,5346.11,29878,464,13.03,RH
590,2025-01-12,SEO,Nordeste,33870.27,68287,383,6.29,Logística
591,2025-02-22,YouTube,Sul,32171.15,86453,483,26.57,RH
592,2023-04-26,TikTok,Sudeste,38671.11,92314,132,3.24,TI
593,2025-03-10,Google Ads,Norte,35617.04,62638,459,11.52,Financeiro
594,2025-04-07,Email,Centro-Oeste,29410.54,41977,315,4.1,Logística
595,2023-06-02,Email,Centro-Oeste,45042.69,15459,337,41.71,Financeiro
596,2022-12-15,YouTube,Nordeste,20209.3,51541,463,8.09,Marketing
597,2024-07-14,SEO,Sul,32744.19,15303,152,2.34,TI
598,2023-06-15,LinkedIn,Centro-Oeste,46840.47,76987,375,4.39,Vendas
599,2023-11-06,Google Ads,Sudeste,46052.99,80425,264,2.79,Financeiro
600,2023-10-06,TikTok,Sul,18257.33,30224,437,5.3,Marketing
601,2025-02-04,Facebook,Sudeste,20890.32,63514,408,4.68,Marketing
602,2023-09-20,Google Ads,Sudeste,49800.27,91888,111,3.13,TI
603,2025-10-04,Facebook,Sudeste,49804.33,62039,333,5.16,TI
604,2025-07-28,LinkedIn,Centro-Oeste,44020.06,87191,351,67.76,Logística
605,2024-11-06,LinkedIn,Sudeste,31358.26,77528,251,9.41,Vendas
606,2025-12-28,SEO,Centro-Oeste,9618.29,2789,366,9.22,Vendas
607,2025-05-22,SEO,Nordeste,20499.13,73656,300,5.4,Logística
608,2023-01-19,LinkedIn,Norte,38314.79,19119,372,5.7,Marketing
609,2023-05-03,SEO,Centro-Oeste,9858.82,16581,234,4.91,RH
610,2025-05-01,Google Ads,Nordeste,22579.47,19304,134,6.1,Vendas
611,2022-06-03,Email,Sudeste,13465.13,81265,249,4.53,TI
612,2024-01-02,SEO,Centro-Oeste,29299.49,46177,363,4.84,TI
613,2022-03-17,Google Ads,Sudeste,45671.03,15882,76,0.97,Marketing
614,2023-09-26,Email,Centro-Oeste,3774.78,74872,214,4.66,Contabilidade
615,2022-08-16,Instagram,Norte,23558.35,73222,200,2.14,Vendas
616,2022-07-10,Instagram,Sudeste,46365.86,89735,305,91.59,Contabilidade
617,2024-06-15,YouTube,Norte,20981.95,21161,15,0.52,Contabilidade
618,2025-01-13,LinkedIn,Norte,7556.42,48799,500,7.78,Marketing
619,2025-11-24,SEO,Nordeste,14235.84,88975,285,166.67,Marketing
620,2023-11-28,SEO,Norte,18611.82,17524,165,2.43,Vendas
621,2022-01-14,TikTok,Sudeste,35314.07,64869,219,2.45,RH
622,2023-03-20,LinkedIn,Nordeste,40120.3,64983,159,2.33,Contabilidade
623,2025-05-15,Google Ads,Centro-Oeste,49309.58,89915,295,4.32,TI
624,2025-11-22,LinkedIn,Sudeste,1558.66,75129,91,1.45,Logística
625,2022-10-19,YouTube,Sul,33068.4,3276,419,13.47,Logística
626,2025-03-01,TikTok,Centro-Oeste,9269.7,45192,31,6.43,Financeiro
627,2025-05-25,Google Ads,Sudeste,5298.75,85320,395,5.15,TI
628,2023-11-29,Facebook,Nordeste,45892.58,6068,34,3.35,Vendas
629,2023-06-02,Email,Sul,29242.53,5346,106,1.4,Financeiro
630,2022-12-02,Facebook,Sudeste,29996.72,24897,457,34.89,RH
631,2023-05-02,LinkedIn,Sul,32487.77,97297,351,27.25,Logística
632,2024-02-13,Instagram,Norte,29853.81,1320,295,5.25,Vendas
633,2022-11-23,Instagram,Sudeste,1342.04,6521,43,4.25,RH
634,2024-11-12,LinkedIn,Sudeste,6383.57,59257,74,1.58,Vendas
635,2023-10-09,Email,Sul,22756.1,74355,27,0.5,Financeiro
636,2024-06-30,Instagram,Sul,36793.37,20043,274,24.51,Financeiro
637,2025-11-20,Google Ads,Norte,9756.43,22942,81,1.16,RH
638,2023-08-20,Email,Sudeste,27714.97,93233,461,6.62,Marketing
639,2022-10-09,Email,Sudeste,25213.14,54523,165,52.38,Contabilidade
640,2025-11-19,Google Ads,Sudeste,28436.62,35769,419,5.73,Vendas
641,2023-12-03,Instagram,Centro-Oeste,34769.25,61428,131,3.58,Financeiro
642,2023-05-29,TikTok,Sudeste,27550.6,72756,355,3.99,Marketing
643,2025-11-28,Email,Sudeste,803.29,42691,1,0.01,Financeiro
644,2022-04-19,YouTube,Norte,22961.6,19648,444,5.21,RH
645,2022-11-10,Email,Nordeste,30372.52,53282,488,5.64,TI
646,2024-11-15,Instagram,Sudeste,39798.71,91048,69,5.45,Logística
647,2023-06-11,Facebook,Sudeste,32230.67,4518,193,159.5,Marketing
648,2022-06-02,YouTube,Norte,9874.17,44868,252,3.91,Logística
649,2024-11-21,Google Ads,Nordeste,35890.04,10734,277,4.15,Financeiro
650,2025-03-28,SEO,Norte,15350.16,19919,241,3.11,RH
651,2022-09-10,Instagram,Centro-Oeste,26232.47,18502,459,4.98,Logística
652,2025-10-08,Email,Norte,18112.09,53285,191,48.35,TI
653,2025-06-17,Email,Sul,28882.36,3584,43,0.5,Financeiro
654,2022-08-31,TikTok,Norte,237.88,91720,359,4.21,Contabilidade
655,2024-09-22,Facebook,Centro-Oeste,36224.14,23354,204,27.38,Financeiro
656,2022-04-23,TikTok,Centro-Oeste,23420.23,8630,52,1.09,Vendas
657,2025-01-27,SEO,Sudeste,11324.28,79263,499,7.9,Financeiro
658,2023-08-25,YouTube,Norte,34999.46,88777,331,33.81,Marketing
659,2022-03-13,Google Ads,Norte,48724.83,89642,46,0.59,TI
660,2025-02-11,SEO,Norte,40780.58,96225,254,8.49,TI
661,2023-12-14,Email,Sul,18673.98,63069,76,2.74,Logística
662,2023-04-16,Instagram,Norte,38153.8,11735,320,108.47,Logística
663,2024-08-21,SEO,Sul,8690.22,80042,461,5.87,Marketing
664,2025-11-19,SEO,Nordeste,32456.27,79531,345,4.92,Marketing
665,2024-07-13,Email,Centro-Oeste,29790.65,22888,383,6.63,Vendas
666,2025-10-25,Email,Nordeste,19240.53,8360,347,7.37,TI
667,2023-12-17,LinkedIn,Sudeste,20282.73,39236,57,7.66,Contabilidade
668,2024-01-21,Facebook,Nordeste,39366.54,32241,435,5.71,Contabilidade
669,2023-04-16,TikTok,Sudeste,49166.62,99512,392,5.96,Logística
670,2025-11-07,TikTok,Sudeste,28714.09,70936,401,20.18,Logística
671,2022-01-10,SEO,Centro-Oeste,33835.38,66064,192,12.4,Contabilidade
672,2025-05-11,Google Ads,Centro-Oeste,39806.18,69283,154,3.09,RH
673,2024-11-08,Facebook,Centro-Oeste,36207.01,36765,264,2.71,RH
674,2023-03-10,SEO,Sul,1839.52,53529,29,1.0,Marketing
675,2023-12-30,TikTok,Centro-Oeste,36750.12,35803,345,6.25,TI
676,2025-02-16,YouTube,Nordeste,28290.38,24941,295,6.81,Marketing
677,2022-10-25,TikTok,Sul,38266.15,15323,162,9.57,TI
678,2022-04-27,SEO,Norte,4617.41,71022,492,11.71,Financeiro
679,2024-11-13,SEO,Sul,33903.66,30146,459,16.29,TI
680,2025-03-27,YouTube,Norte,12213.87,66546,423,11.97,TI
681,2025-11-23,LinkedIn,Centro-Oeste,40954.84,91856,232,2.63,TI
682,2022-11-16,Instagram,Sudeste,43891.46,35694,20,0.76,Marketing
683,2024-10-11,Instagram,Norte,30848.36,44902,485,8.76,Marketing
684,2025-03-22,TikTok,Sul,27377.78,14366,83,3.45,TI
685,2023-08-01,TikTok,Centro-Oeste,42707.87,80803,411,4.6,Marketing
686,2022-01-11,Email,Nordeste,22398.14,77529,197,4.73,Financeiro
687,2025-01-26,Email,Sudeste,47924.69,24624,246,17.32,Marketing
688,2023-01-11,TikTok,Centro-Oeste,21546.03,71167,234,26.71,Contabilidade
689,2022-10-23,Instagram,Sudeste,13644.05,59459,409,5.75,RH
690,2025-08-22,TikTok,Sul,45982.2,72009,265,3.05,Financeiro
691,2023-08-24,Email,Centro-Oeste,47041.34,68203,169,3.91,Financeiro
692,2022-05-22,LinkedIn,Centro-Oeste,37948.74,1559,494,24.79,RH
693,2025-04-05,LinkedIn,Sudeste,46317.6,1427,69,1.26,RH
694,2024-07-18,SEO,Norte,21804.71,92526,356,3.7,Vendas
695,2023-05-26,Google Ads,Norte,12633.28,21079,458,9.81,Contabilidade
696,2023-08-27,TikTok,Sul,48874.95,32772,146,2.08,Logística
697,2024-04-13,Facebook,Norte,39437.36,48204,178,2.61,RH
698,2025-12-15,Instagram,Nordeste,40185.54,9139,69,0.89,TI
699,2025-06-10,Email,Sul,32895.82,4965,171,3.24,Vendas
700,2022-09-26,Instagram,Sudeste,5196.69,84317,17,0.34,Vendas
701,2024-06-20,Instagram,Sudeste,12478.98,9835,109,1.23,Financeiro
702,2023-08-06,Email,Sudeste,31823.41,47156,82,1.18,Vendas
703,2022-08-04,Instagram,Norte,43092.71,28486,409,4.54,Logística
704,2023-01-16,TikTok,Sul,815.38,7224,278,4.23,Financeiro
