id,data,ticker,empresa,abertura,maxima,minima,fechamento,volume,variacao_percentual
311,2024-03-25,BBDC4,Bradesco,123.33,123.03,122.14,128.29,10628190,4.02
312,2025-12-15,VALE3,Vale,46.56,47.34,45.24,43.21,34122656,-7.2
313,2023-03-03,ITUB4,Itaú,24.17,23.88,23.6,23.65,4145724,-2.15
314,2025-06-17,BBDC4,Bradesco,17.39,17.37,17.03,12.73,2416506,-26.8
315,2022-05-04,ABEV3,Ambev,128.83,130.59,125.09,125.66,19065756,-2.46
316,2025-07-26,ITUB4,Itaú,54.27,54.71,55.8,57.57,21950872,6.08
317,2024-11-14,ITUB4,Itaú,57.66,56.54,57.01,56.16,1508885,-2.6
318,2025-04-03,WEGE3,WEG,160.66,157.95,161.77,158.09,7990493,-1.6
319,2022-08-17,RENT3,Localiza,16.48,16.37,16.47,21.1,3313538,28.03
320,2022-04-04,MGLU3,Magazine Luiza,188.03,184.53,188.67,190.28,16196704,1.2
321,2022-04-29,BBAS3,Banco do Brasil,130.94,130.14,131.78,127.4,39956895,-2.7
322,2024-06-14,ABEV3,Ambev,164.98,165.74,163.33,165.51,46391013,0.32
323,2023-07-04,ITUB4,Itaú,177.21,174.01,182.05,175.88,11047895,-0.75
324,2023-01-31,BBDC4,Bradesco,105.49,105.03,107.69,108.98,34268234,3.31
325,2022-02-22,WEGE3,WEG,10.74,10.87,10.73,15.6,45775772,45.25
326,2023-02-24,WEGE3,WEG,139.72,139.46,142.8,137.13,45451838,-1.85
327,2023-03-12,PETR4,Petrobras,78.26,77.89,78.33,77.38,24471792,-1.12
328,2022-12-16,MGLU3,Magazine Luiza,88.85,88.76,86.45,91.45,47632662,2.93
329,2022-12-04,MGLU3,Magazine Luiza,141.19,140.49,138.48,140.69,31583844,-0.35
330,2025-09-07,BBAS3,Banco do Brasil,34.35,34.1,33.72,36.84,3897494,7.25
331,2022-04-04,BBDC4,Bradesco,36.42,35.98,36.49,33.95,44921224,-6.78
332,2024-05-14,WEGE3,WEG,67.24,66.36,66.75,65.69,5887425,-2.31
333,2025-11-10,ABEV3,Ambev,172.84,172.88,177.28,177.01,11785797,2.41
334,2024-07-07,BBAS3,Banco do Brasil,49.59,50.3,50.81,45.54,35478762,-8.17
335,2024-05-27,WEGE3,WEG,110.65,110.9,110.56,114.08,30573351,3.1
336,2025-02-01,WEGE3,WEG,95.01,93.75,96.93,96.84,45440302,1.93
337,2025-09-18,ITUB4,Itaú,40.31,40.54,39.19,39.44,6738310,-2.16
338,2024-03-25,BBAS3,Banco do Brasil,191.12,193.82,191.9,196.07,37093034,2.59
339,2022-07-28,WEGE3,WEG,44.96,44.2,44.38,43.6,8981786,-3.02
340,2022-05-24,BBDC4,Bradesco,185.74,187.31,184.87,188.39,38929026,1.43
341,2022-11-28,ITUB4,Itaú,110.59,112.08,110.28,108.31,6351014,-2.06
342,2024-08-09,WEGE3,WEG,112.83,113.32,113.5,114.87,44201774,1.81
343,2022-05-08,ITUB4,Itaú,117.95,120.19,118.39,116.12,3598057,-1.55
344,2025-10-14,SUZB3,Suzano,150.43,148.87,146.45,150.63,13831867,0.13
345,2024-10-07,MGLU3,Magazine Luiza,24.47,24.01,24.95,24.5,10597460,0.12
346,2022-01-06,WEGE3,WEG,55.65,55.59,55.21,57.39,7490918,3.13
347,2024-08-04,WEGE3,WEG,112.38,114.54,113.27,112.64,49205882,0.23
348,2023-04-09,WEGE3,WEG,142.1,143.45,144.77,138.88,13287046,-2.27
349,2025-02-17,WEGE3,WEG,94.97,96.84,92.2,96.88,375275,2.01
350,2025-09-13,SUZB3,Suzano,166.78,163.89,165.21,162.2,42701212,-2.75
351,2025-03-01,ABEV3,Ambev,43.37,43.92,44.22,42.03,13277370,-3.09
352,2024-05-09,BBAS3,Banco do Brasil,16.05,16.02,16.1,17.7,16072168,10.28
353,2024-06-26,WEGE3,WEG,116.3,116.35,113.35,116.19,37080601,-0.09
354,2022-10-06,WEGE3,WEG,134.82,132.34,135.7,131.1,33738728,-2.76
355,2025-12-29,VALE3,Vale,133.18,134.18,133.72,131.73,34737517,-1.09
356,2024-04-08,PETR4,Petrobras,48.39,47.49,48.19,43.88,24574830,-9.32
357,2025-06-30,WEGE3,WEG,134.89,135.81,135.71,138.98,26904112,3.03
358,2023-05-13,ITUB4,Itaú,126.37,128.52,127.58,126.88,39901209,0.4
359,2024-05-20,MGLU3,Magazine Luiza,141.45,139.59,144.2,140.53,6527380,-0.65
360,2023-02-18,BBDC4,Bradesco,120.02,121.56,122.42,118.23,46530577,-1.49
361,2023-08-29,RENT3,Localiza,127.43,128.73,128.09,128.0,22582022,0.45
362,2024-01-09,BBDC4,Bradesco,130.7,132.85,134.5,128.29,11311242,-1.84
363,2022-09-23,BBAS3,Banco do Brasil,149.45,151.15,149.58,145.4,48136963,-2.71
364,2024-01-05,BBDC4,Bradesco,149.84,150.33,150.11,149.83,45908115,-0.01
365,2023-08-26,ITUB4,Itaú,95.79,97.14,94.79,99.83,22722075,4.22
366,2022-11-14,WEGE3,WEG,49.82,49.56,50.01,44.97,30815676,-9.74
367,2022-12-22,VALE3,Vale,197.08,195.89,195.39,201.24,27338118,2.11
368,2023-02-23,BBAS3,Banco do Brasil,62.66,63.59,63.52,60.53,12793302,-3.4
369,2022-03-20,BBAS3,Banco do Brasil,195.64,195.38,195.75,195.8,31246034,0.08
370,2022-08-04,BBAS3,Banco do Brasil,27.1,27.4,27.19,23.09,26977359,-14.8
371,2022-09-23,PETR4,Petrobras,89.43,90.83,89.04,91.44,2881061,2.25
372,2022-01-16,WEGE3,WEG,72.36,73.07,73.01,74.66,17136458,3.18
373,2025-01-11,ABEV3,Ambev,75.47,76.72,75.73,76.93,19861051,1.93
374,2025-02-23,MGLU3,Magazine Luiza,107.73,109.41,106.66,105.98,23247915,-1.62
375,2023-08-01,VALE3,Vale,134.52,136.71,134.83,133.88,27528469,-0.48
376,2024-04-03,MGLU3,Magazine Luiza,104.91,102.91,107.56,101.3,20246339,-3.44
377,2025-04-14,WEGE3,WEG,145.35,147.74,144.74,148.4,11345614,2.1
378,2025-07-20,RENT3,Localiza,48.81,49.56,48.59,47.38,49837987,-2.93
379,2022-04-17,SUZB3,Suzano,197.23,198.34,201.87,198.61,32573688,0.7
380,2023-09-13,ITUB4,Itaú,85.91,85.07,86.98,89.81,14074724,4.54
381,2024-10-03,SUZB3,Suzano,75.21,76.39,75.0,74.1,31793969,-1.48
382,2025-11-08,SUZB3,Suzano,180.4,178.4,178.81,178.66,26438877,-0.96
383,2025-07-29,SUZB3,Suzano,59.03,57.89,60.56,58.06,20148898,-1.64
384,2025-07-29,SUZB3,Suzano,115.99,117.26,119.3,113.94,31848890,-1.77
385,2024-07-03,ITUB4,Itaú,153.32,151.31,155.58,148.81,24022653,-2.94
386,2023-03-12,BBDC4,Bradesco,164.95,163.87,168.84,160.04,28195461,-2.98
387,2023-09-12,PETR4,Petrobras,179.84,179.37,180.66,182.63,15536468,1.55
388,2023-12-08,ABEV3,Ambev,103.18,101.83,100.24,102.04,20896249,-1.1
389,2023-11-21,RENT3,Localiza,132.75,132.46,135.47,131.03,37784618,-1.3
390,2022-11-11,VALE3,Vale,151.93,154.42,154.93,152.48,39029657,0.36
391,2023-02-12,MGLU3,Magazine Luiza,169.93,168.39,172.55,171.26,18108768,0.78
392,2022-12-27,ABEV3,Ambev,84.48,84.55,86.44,80.18,45680197,-5.09
393,2023-02-04,ABEV3,Ambev,70.79,71.69,72.11,69.8,16690756,-1.4
394,2024-09-16,ABEV3,Ambev,18.47,18.38,18.17,20.74,897970,12.29
395,2025-03-11,ABEV3,Ambev,82.14,80.54,81.19,86.0,46511272,4.7
396,2023-06-01,SUZB3,Suzano,106.08,105.04,104.93,101.2,307102,-4.6
397,2023-01-18,RENT3,Localiza,107.68,106.92,110.84,112.5,6525140,4.48
398,2025-05-16,BBAS3,Banco do Brasil,97.19,95.31,98.87,98.55,19931687,1.4
399,2022-11-17,WEGE3,WEG,150.29,151.86,153.74,150.9,12575565,0.41
400,2024-12-22,WEGE3,WEG,83.39,84.12,84.77,78.59,23548813,-5.76
401,2023-04-27,VALE3,Vale,51.84,52.09,52.52,48.77,8411223,-5.92
402,2024-11-11,BBDC4,Bradesco,143.85,141.51,144.28,147.0,43231676,2.19
403,2025-10-10,MGLU3,Magazine Luiza,97.17,95.69,96.39,98.74,21999702,1.62
404,2023-12-09,WEGE3,WEG,57.1,56.73,56.98,55.45,20405656,-2.89
405,2023-01-25,ITUB4,Itaú,173.39,176.27,170.29,172.19,16896600,-0.69
406,2024-10-13,WEGE3,WEG,163.59,166.77,161.69,164.8,40930495,0.74
407,2024-08-14,PETR4,Petrobras,192.25,194.32,196.73,191.0,2396783,-0.65
408,2023-06-22,BBAS3,Banco do Brasil,114.29,113.85,116.89,116.24,6119807,1.71
409,2025-06-07,BBDC4,Bradesco,173.66,171.34,173.87,173.09,12725200,-0.33
410,2025-05-02,WEGE3,WEG,197.33,196.77,202.75,195.6,31094497,-0.88
411,2022-03-29,ABEV3,Ambev,108.39,109.38,108.88,106.99,41955621,-1.29
412,2022-02-13,PETR4,Petrobras,144.94,146.41,140.72,140.12,40451793,-3.33
413,2024-01-19,MGLU3,Magazine Luiza,88.4,87.5,89.59,90.47,12178246,2.34
414,2023-04-10,WEGE3,WEG,119.66,120.14,121.32,118.17,8557785,-1.25
415,2024-09-15,ABEV3,Ambev,123.88,125.65,121.76,120.65,22632009,-2.61
416,2022-11-08,MGLU3,Magazine Luiza,44.59,44.81,45.17,45.47,18374388,1.97
417,2022-11-10,VALE3,Vale,199.32,197.91,197.79,200.52,15405366,0.6
418,2024-12-31,ABEV3,Ambev,34.39,34.97,35.03,35.43,2093836,3.02
419,2025-11-16,SUZB3,Suzano,33.59,33.76,34.43,32.31,17555427,-3.81
420,2022-09-16,WEGE3,WEG,19.65,19.63,19.45,24.55,48671364,24.94
421,2025-03-04,BBDC4,Bradesco,114.36,116.42,112.56,111.25,47967218,-2.72
422,2022-05-17,ITUB4,Itaú,121.47,122.0,120.63,121.53,942842,0.05
423,2022-02-09,RENT3,Localiza,172.48,175.73,171.43,167.87,45917824,-2.67
424,2025-08-13,PETR4,Petrobras,76.7,76.27,76.53,78.86,44825856,2.82
425,2025-07-17,RENT3,Localiza,92.37,93.42,94.63,92.34,26695350,-0.03
426,2023-11-01,BBAS3,Banco do Brasil,132.63,130.65,134.28,127.81,10556016,-3.63
427,2025-01-11,ABEV3,Ambev,79.22,79.82,77.02,82.09,5061143,3.62
428,2022-03-26,ABEV3,Ambev,96.35,95.6,97.51,98.56,18904869,2.29
429,2025-07-21,PETR4,Petrobras,104.39,102.62,101.68,101.12,47008019,-3.13
430,2023-06-01,WEGE3,WEG,155.16,154.59,152.32,156.33,23518850,0.75
431,2025-02-19,PETR4,Petrobras,141.34,139.97,143.76,141.33,40395891,-0.01
432,2023-06-22,SUZB3,Suzano,144.69,142.49,142.59,140.88,5803042,-2.63
433,2023-05-02,BBDC4,Bradesco,184.62,187.29,180.79,182.44,42282218,-1.18
434,2025-02-18,VALE3,Vale,102.81,103.57,99.99,103.55,43175991,0.72
435,2023-12-31,VALE3,Vale,160.8,159.67,163.23,157.11,47433731,-2.29
436,2025-09-09,BBDC4,Bradesco,97.48,99.23,96.68,93.12,4646227,-4.47
437,2022-11-23,RENT3,Localiza,108.74,110.62,105.67,108.5,2705165,-0.22
438,2024-09-15,BBDC4,Bradesco,74.35,74.62,76.33,71.82,6901547,-3.4
439,2025-06-12,BBAS3,Banco do Brasil,124.7,124.35,127.87,125.86,15528780,0.93
440,2025-05-05,WEGE3,WEG,152.87,154.86,148.47,148.28,32783921,-3.0
441,2025-06-27,MGLU3,Magazine Luiza,101.6,100.12,98.79,101.13,21379631,-0.46
442,2023-11-19,SUZB3,Suzano,138.89,137.69,135.28,136.37,5357982,-1.81
443,2023-02-16,SUZB3,Suzano,10.82,11.03,10.98,6.69,16459399,-38.17
444,2022-09-15,BBAS3,Banco do Brasil,104.65,106.35,102.83,102.65,11387999,-1.91
445,2024-05-16,SUZB3,Suzano,29.4,29.01,28.86,32.18,33780485,9.46
446,2022-02-23,BBAS3,Banco do Brasil,160.58,157.54,159.23,164.95,39330811,2.72
447,2025-11-14,PETR4,Petrobras,18.56,18.56,18.82,17.37,17158064,-6.41
448,2025-07-17,MGLU3,Magazine Luiza,107.07,108.69,104.79,108.86,10745966,1.67
449,2024-08-31,PETR4,Petrobras,46.88,46.44,47.0,48.25,11127084,2.92
450,2025-01-07,WEGE3,WEG,115.35,115.88,115.64,110.61,39963854,-4.11
451,2022-05-18,ABEV3,Ambev,138.87,137.51,136.72,140.44,23423050,1.13
452,2023-06-27,ITUB4,Itaú,109.96,110.66,107.97,107.31,10876859,-2.41
453,2023-07-24,MGLU3,Magazine Luiza,88.84,88.76,91.27,93.24,2474600,4.95
454,2023-10-28,RENT3,Localiza,150.3,150.46,150.51,152.64,17788232,1.56
455,2022-07-11,ABEV3,Ambev,120.16,119.69,122.6,122.35,19524651,1.82
456,2024-04-18,BBAS3,Banco do Brasil,109.49,109.84,107.43,105.49,45728275,-3.65
457,2025-09-09,SUZB3,Suzano,184.03,183.31,180.38,181.12,7979726,-1.58
458,2024-07-17,SUZB3,Suzano,172.07,171.41,176.56,167.58,5979024,-2.61
459,2025-03-22,WEGE3,WEG,30.81,30.81,31.55,29.41,11520884,-4.54
460,2023-10-14,WEGE3,WEG,121.62,121.37,119.44,119.11,19607296,-2.06
461,2024-07-02,RENT3,Localiza,25.52,25.3,25.25,25.56,37880488,0.16
462,2023-12-31,ITUB4,Itaú,115.68,115.43,113.69,118.14,16790413,2.13
463,2023-07-14,ITUB4,Itaú,23.13,22.84,23.74,24.15,48935652,4.41
464,2025-08-25,BBDC4,Bradesco,70.95,71.06,69.42,73.57,15975895,3.69
465,2023-09-01,BBAS3,Banco do Brasil,175.21,178.2,176.25,170.84,3242379,-2.49
466,2022-12-27,BBAS3,Banco do Brasil,29.28,28.72,29.05,26.08,9375800,-10.93
467,2025-03-10,MGLU3,Magazine Luiza,63.26,63.61,63.45,66.74,23340740,5.5
468,2023-06-25,PETR4,Petrobras,138.98,138.57,141.06,139.97,38711135,0.71
469,2022-03-03,PETR4,Petrobras,118.93,119.41,121.98,114.51,36006079,-3.72
470,2024-10-04,RENT3,Localiza,163.28,166.21,160.14,166.9,45837408,2.22
471,2022-12-02,ABEV3,Ambev,154.48,153.69,152.75,154.4,17565582,-0.05
472,2025-01-18,BBDC4,Bradesco,23.94,24.28,24.2,19.36,9052990,-19.13
473,2022-08-05,SUZB3,Suzano,169.49,170.62,165.4,168.87,20798107,-0.37
474,2022-04-14,ABEV3,Ambev,187.93,186.6,193.42,187.33,243542,-0.32
475,2024-11-11,RENT3,Localiza,132.62,130.77,133.69,130.74,3714725,-1.42
476,2024-03-13,BBDC4,Bradesco,15.65,15.94,15.21,18.7,31585174,19.49
477,2025-06-04,SUZB3,Suzano,56.88,56.19,55.37,60.11,22586731,5.68
478,2024-05-04,WEGE3,WEG,197.3,198.19,199.18,194.68,17959664,-1.33
479,2022-02-08,VALE3,Vale,68.47,69.5,70.33,71.69,21083636,4.7
480,2022-06-05,VALE3,Vale,165.98,165.07,165.3,170.8,45649362,2.9
481,2025-03-20,BBDC4,Bradesco,117.4,115.69,120.3,114.95,7112356,-2.09
482,2022-08-08,RENT3,Localiza,127.88,129.76,126.77,126.68,13521398,-0.94
483,2023-06-19,ITUB4,Itaú,22.76,22.58,22.68,25.98,9487358,14.15
484,2025-03-07,ITUB4,Itaú,71.29,70.8,70.02,72.65,48677719,1.91
485,2024-04-19,MGLU3,Magazine Luiza,82.82,81.33,83.69,85.81,41189140,3.61
486,2024-06-25,MGLU3,Magazine Luiza,124.5,122.4,120.86,124.46,577575,-0.03
487,2025-03-21,MGLU3,Magazine Luiza,138.88,141.09,135.51,142.44,9269072,2.56
488,2022-03-14,ABEV3,Ambev,53.31,54.21,54.73,57.31,1052338,7.5
489,2024-12-28,BBDC4,Bradesco,136.5,135.29,134.14,138.33,6451399,1.34
490,2024-05-22,SUZB3,Suzano,39.05,39.02,38.57,41.68,23742733,6.73
491,2023-09-17,BBDC4,Bradesco,83.33,83.67,83.97,82.11,23954716,-1.46
492,2024-08-30,WEGE3,WEG,88.05,87.78,87.79,84.09,13648793,-4.5
493,2025-05-29,SUZB3,Suzano,126.21,125.8,125.51,126.56,5094026,0.28
494,2025-09-11,BBDC4,Bradesco,53.14,53.84,53.73,54.37,18874293,2.31
495,2025-10-06,WEGE3,WEG,163.46,162.37,165.57,165.67,47532842,1.35
496,2023-08-23,BBAS3,Banco do Brasil,173.19,174.19,178.22,171.98,7919700,-0.7
497,2024-04-17,ABEV3,Ambev,150.33,152.42,148.61,148.21,27174112,-1.41
498,2023-08-15,RENT3,Localiza,44.53,44.78,44.54,45.29,31356990,1.71
499,2024-11-06,BBAS3,Banco do Brasil,155.38,157.62,155.51,150.91,14687035,-2.88
500,2024-06-22,MGLU3,Magazine Luiza,198.09,198.09,198.41,199.21,4361154,0.57
501,2024-11-10,ABEV3,Ambev,125.42,123.38,129.13,124.43,48232645,-0.79
502,2025-07-01,WEGE3,WEG,124.87,123.76,124.4,123.29,21284674,-1.27
503,2025-09-15,VALE3,Vale,85.77,87.26,87.7,85.95,6348542,0.21
504,2022-08-04,MGLU3,Magazine Luiza,131.81,131.5,133.12,129.3,969839,-1.9
505,2022-01-30,BBDC4,Bradesco,162.68,164.9,161.79,160.74,13607723,-1.19
506,2023-01-13,ITUB4,Itaú,51.31,50.46,50.81,54.25,32678737,5.73
507,2023-04-27,BBDC4,Bradesco,82.07,82.97,80.81,78.18,13883643,-4.74
508,2024-08-31,BBAS3,Banco do Brasil,96.18,96.61,94.28,96.72,44367714,0.56
509,2022-11-09,PETR4,Petrobras,110.42,109.35,111.97,105.93,38043792,-4.07
510,2022-06-27,VALE3,Vale,45.31,45.01,46.25,48.92,461215,7.97
511,2023-02-27,VALE3,Vale,146.56,144.62,145.93,146.36,30654357,-0.14
512,2023-07-16,BBDC4,Bradesco,11.45,11.56,11.29,6.73,36221840,-41.22
513,2022-01-02,SUZB3,Suzano,126.68,126.76,126.7,122.8,36993309,-3.06
514,2025-03-08,BBAS3,Banco do Brasil,35.07,34.39,35.07,30.42,31150057,-13.26
515,2022-12-21,MGLU3,Magazine Luiza,151.61,149.8,148.12,155.6,42568520,2.63
516,2022-03-29,VALE3,Vale,157.84,155.68,157.24,161.29,23171383,2.19
517,2022-01-13,RENT3,Localiza,45.3,46.19,46.19,49.05,40934044,8.28
518,2022-11-05,SUZB3,Suzano,116.51,118.2,116.02,118.93,30393411,2.08
519,2022-12-05,ABEV3,Ambev,12.54,12.35,12.37,12.11,23522216,-3.43
520,2025-10-09,BBDC4,Bradesco,79.78,78.23,78.55,79.32,41182211,-0.58
521,2025-05-08,SUZB3,Suzano,123.23,125.45,125.35,118.78,30454607,-3.61
522,2025-08-14,MGLU3,Magazine Luiza,69.65,70.38,70.55,68.16,43201031,-2.14
523,2025-02-28,VALE3,Vale,75.95,76.31,78.21,72.89,14430260,-4.03
524,2025-08-01,PETR4,Petrobras,42.6,42.91,42.13,45.0,41404505,5.63
525,2022-09-09,VALE3,Vale,141.14,139.95,137.39,143.03,25067801,1.34
526,2022-06-16,SUZB3,Suzano,184.96,183.71,179.79,188.74,41585922,2.04
527,2022-12-16,ABEV3,Ambev,21.47,21.7,21.92,22.11,43189499,2.98
528,2025-06-17,PETR4,Petrobras,27.09,26.83,27.89,23.27,40659823,-14.1
529,2022-06-15,BBDC4,Bradesco,116.83,116.31,117.28,120.24,29295609,2.92
530,2023-10-30,ITUB4,Itaú,112.03,113.59,110.88,116.8,47965235,4.26
531,2024-08-06,PETR4,Petrobras,101.49,99.92,100.71,96.71,31546777,-4.71
532,2024-03-26,RENT3,Localiza,106.17,107.68,106.95,107.4,47098291,1.16
533,2025-04-20,BBAS3,Banco do Brasil,29.94,29.38,30.17,26.81,5877704,-10.45
534,2024-01-29,PETR4,Petrobras,14.88,14.97,15.05,10.33,11701998,-30.58
535,2023-09-24,PETR4,Petrobras,52.49,53.06,51.13,53.77,25064421,2.44
536,2025-06-01,WEGE3,WEG,104.14,102.79,101.71,104.32,30429657,0.17
537,2024-01-28,BBDC4,Bradesco,148.46,146.03,146.26,144.35,2027410,-2.77
538,2023-01-05,ITUB4,Itaú,143.23,142.93,143.29,146.49,21133885,2.28
539,2023-07-27,BBAS3,Banco do Brasil,108.5,107.03,109.34,110.71,41791219,2.04
540,2025-04-03,VALE3,Vale,107.19,105.57,104.0,110.64,43912421,3.22
541,2024-05-04,VALE3,Vale,121.94,120.28,124.36,125.27,36127305,2.73
542,2024-12-25,BBAS3,Banco do Brasil,38.0,38.39,37.0,42.86,12645847,12.79
543,2023-03-08,BBAS3,Banco do Brasil,22.6,22.83,22.82,23.5,34315017,3.98
544,2025-01-28,SUZB3,Suzano,45.06,44.45,45.65,43.22,4906316,-4.08
545,2022-07-27,RENT3,Localiza,68.89,67.62,70.54,72.95,4175928,5.89
546,2022-02-15,ABEV3,Ambev,87.0,85.27,89.25,83.77,32187708,-3.71
547,2025-04-27,MGLU3,Magazine Luiza,47.92,48.33,47.56,47.6,16908546,-0.67
548,2023-04-27,MGLU3,Magazine Luiza,126.63,128.44,126.51,126.82,33647606,0.15
549,2024-11-22,PETR4,Petrobras,69.7,68.53,71.74,73.55,24498111,5.52
550,2024-06-04,ITUB4,Itaú,22.61,22.16,23.11,18.03,4111054,-20.26
551,2024-12-21,ABEV3,Ambev,136.92,134.62,136.08,137.31,10019339,0.28
552,2025-05-21,BBAS3,Banco do Brasil,187.38,188.61,185.23,186.13,15296547,-0.67
553,2025-06-04,WEGE3,WEG,17.04,17.04,17.08,14.49,31799322,-14.96
554,2023-05-25,WEGE3,WEG,172.75,174.22,175.0,176.47,48184911,2.15
555,2022-06-08,ITUB4,Itaú,170.81,168.12,175.12,170.88,44483451,0.04
556,2024-10-28,MGLU3,Magazine Luiza,69.27,70.33,70.89,71.31,12179484,2.94
557,2022-04-03,RENT3,Localiza,32.89,32.46,32.72,35.26,31206169,7.21
558,2023-09-22,BBDC4,Bradesco,115.92,116.41,116.13,114.35,38193922,-1.35
559,2025-06-04,RENT3,Localiza,30.84,30.33,30.1,27.64,33580796,-10.38
560,2022-08-21,WEGE3,WEG,155.37,153.5,154.36,157.03,13764777,1.07
561,2025-11-28,BBAS3,Banco do Brasil,149.0,148.17,149.21,146.59,2319510,-1.62
562,2024-08-04,WEGE3,WEG,193.71,193.26,195.08,191.73,5300016,-1.02
563,2022-12-25,SUZB3,Suzano,91.48,90.87,90.82,93.21,21593155,1.89
564,2023-06-12,VALE3,Vale,13.21,13.18,12.93,15.85,16738393,19.98
565,2024-10-15,SUZB3,Suzano,174.46,177.88,176.86,176.53,41682758,1.19
566,2023-12-12,ITUB4,Itaú,27.57,27.06,28.25,29.2,3623732,5.91
567,2024-12-01,ABEV3,Ambev,174.8,172.45,179.04,172.07,6019601,-1.56
568,2023-05-24,BBAS3,Banco do Brasil,53.82,53.82,53.18,55.91,41007027,3.88
569,2024-09-14,WEGE3,WEG,114.11,114.11,116.76,116.08,15933455,1.73
570,2022-05-13,SUZB3,Suzano,190.0,186.48,187.53,189.31,41015455,-0.36
571,2024-12-09,PETR4,Petrobras,34.31,34.13,34.79,38.42,15557453,11.98
572,2024-06-17,MGLU3,Magazine Luiza,34.87,34.27,35.89,35.91,30684240,2.98
573,2025-08-09,ABEV3,Ambev,141.96,141.67,142.78,145.17,23044738,2.26
574,2025-08-26,RENT3,Localiza,19.07,18.75,18.98,21.74,28354530,14.0
575,2022-03-01,SUZB3,Suzano,33.02,33.21,32.81,35.33,925771,7.0
576,2022-11-18,RENT3,Localiza,151.51,154.51,147.03,154.01,7410904,1.65
577,2022-05-12,RENT3,Localiza,41.32,41.68,40.36,39.12,20846734,-5.32
578,2024-12-09,ITUB4,Itaú,106.93,105.72,107.07,111.21,16712221,4.0
579,2024-05-26,MGLU3,Magazine Luiza,116.04,117.95,119.17,113.22,6692318,-2.43
580,2023-11-28,PETR4,Petrobras,11.84,11.76,12.19,7.16,43866205,-39.53
581,2022-04-05,PETR4,Petrobras,29.88,29.85,29.27,31.38,41064406,5.02
582,2025-12-22,RENT3,Localiza,173.48,172.37,178.14,170.71,38255708,-1.6
583,2022-12-23,ABEV3,Ambev,158.4,160.7,155.87,162.37,36890045,2.51
584,2022-02-09,PETR4,Petrobras,146.14,147.02,149.35,144.76,6568552,-0.94
585,2022-03-26,ITUB4,Itaú,46.64,46.57,45.3,46.47,42412189,-0.36
586,2022-07-31,WEGE3,WEG,171.59,173.88,173.95,173.73,47908567,1.25
587,2024-02-08,RENT3,Localiza,186.49,183.77,185.71,186.21,1362938,-0.15
588,2024-03-27,SUZB3,Suzano,134.14,131.84,136.48,138.44,18349436,3.21
589,2025-11-22,MGLU3,Magazine Luiza,197.6,201.4,203.52,195.49,38340504,-1.07
590,2023-04-28,SUZB3,Suzano,62.14,61.33,63.21,66.74,30139933,7.4
591,2025-04-20,ITUB4,Itaú,191.34,187.86,186.73,196.27,35460611,2.58
592,2022-05-18,SUZB3,Suzano,35.61,36.26,35.8,33.85,41406999,-4.94
593,2024-07-09,ITUB4,Itaú,20.5,20.84,20.48,22.3,24225000,8.78
594,2025-05-24,VALE3,Vale,70.91,69.7,70.47,73.97,7846432,4.32
595,2023-03-24,VALE3,Vale,45.28,45.43,45.68,47.38,42356345,4.64
596,2025-08-24,ABEV3,Ambev,103.74,102.86,105.88,102.97,983055,-0.74
597,2023-06-22,MGLU3,Magazine Luiza,176.74,179.49,174.78,173.36,18919259,-1.91
598,2022-02-16,ABEV3,Ambev,49.85,49.93,50.53,50.31,23773627,0.92
599,2025-01-21,PETR4,Petrobras,119.36,117.3,118.31,117.2,2076560,-1.81
600,2025-07-15,SUZB3,Suzano,39.06,39.04,38.67,42.51,3381233,8.83
601,2024-08-28,BBAS3,Banco do Brasil,69.41,68.09,68.86,66.8,9763207,-3.76
602,2025-05-19,BBAS3,Banco do Brasil,25.51,25.63,25.72,23.05,3550082,-9.64
603,2023-03-20,WEGE3,WEG,196.58,199.74,196.17,193.04,2546097,-1.8
604,2024-09-01,ITUB4,Itaú,192.73,193.14,189.17,193.97,2109795,0.64
605,2024-11-29,SUZB3,Suzano,18.09,18.27,17.74,21.09,35850054,16.58
606,2023-10-13,SUZB3,Suzano,165.74,163.25,167.65,167.92,38841542,1.32
607,2024-04-19,SUZB3,Suzano,151.46,153.98,155.49,148.34,8698221,-2.06
608,2023-09-16,PETR4,Petrobras,172.93,173.45,175.6,176.84,17818661,2.26
609,2025-01-30,ITUB4,Itaú,142.88,145.33,147.01,140.26,42468661,-1.83
610,2022-10-02,PETR4,Petrobras,69.85,71.01,69.49,70.07,6193482,0.31
611,2023-08-29,PETR4,Petrobras,194.45,192.31,193.99,198.56,23339050,2.11
612,2024-08-23,ITUB4,Itaú,125.67,127.33,125.7,123.84,24247407,-1.46
613,2022-10-16,VALE3,Vale,38.34,38.7,37.38,40.09,836025,4.56
614,2023-06-07,ABEV3,Ambev,65.68,64.82,64.39,60.99,14040506,-7.14
615,2024-02-23,PETR4,Petrobras,82.5,82.62,84.1,84.86,20179382,2.86
616,2023-07-19,ABEV3,Ambev,17.58,17.25,17.2,18.02,20310504,2.5
617,2024-08-07,SUZB3,Suzano,28.55,28.91,28.8,26.33,22638411,-7.78
618,2024-12-11,BBAS3,Banco do Brasil,67.97,68.65,69.7,67.26,15529274,-1.04
619,2024-10-28,WEGE3,WEG,70.54,70.11,68.95,68.88,32962197,-2.35
620,2025-03-12,PETR4,Petrobras,48.74,48.55,47.4,52.36,20419702,7.43
