id,data_venda,produto,regiao,quantidade,preco_unitario,valor_total,canal,codigo_pedido
299,2025-07-10,"Monitor 27""",Sul,8,3678.06,29424.48,Marketplace,VND-00299
300,2025-01-23,Webcam HD,Nordeste,5,269.46,1347.3,Televendas,VND-00300
301,2022-10-04,"Monitor 27""",Sudeste,16,3177.09,50833.44,Online,VND-00301
302,2023-02-13,Hub USB-C,Norte,10,1047.88,10478.8,Marketplace,VND-00302
303,2025-01-17,Memória RAM 16GB,Centro-Oeste,10,2601.15,26011.5,Online,VND-00303
304,2022-04-08,Mesa Digitalizadora,Centro-Oeste,7,1466.25,10263.75,Marketplace,VND-00304
305,2024-06-13,Hub USB-C,Sudeste,4,4006.74,16026.96,Televendas,VND-00305
306,2023-01-18,Memória RAM 16GB,Sudeste,13,1728.23,22466.99,Marketplace,VND-00306
307,2022-06-19,Roteador WiFi 6,Sudeste,17,1370.27,23294.59,Online,VND-00307
308,2023-01-05,Impressora Laser,Centro-Oeste,14,3032.14,42449.96,Marketplace,VND-00308
309,2025-09-15,Headset Gamer,Centro-Oeste,4,446.34,1785.36,Televendas,VND-00309
310,2022-12-08,Roteador WiFi 6,Sudeste,20,3602.43,72048.6,Marketplace,VND-00310
311,2023-12-24,"Tablet 10""",Sudeste,15,259.66,3894.9,Marketplace,VND-00311
312,2025-07-29,SSD 1TB,Centro-Oeste,2,421.45,842.9,Loja Física,VND-00312
313,2025-05-29,Smartphone,Sudeste,1,756.76,756.76,Online,VND-00313
314,2025-08-14,Webcam HD,Centro-Oeste,5,382.81,1914.05,Televendas,VND-00314
315,2022-11-11,Smartphone,Sudeste,19,210.31,3995.89,Marketplace,VND-00315
316,2022-06-07,"Tablet 10""",Nordeste,12,2247.5,26970.0,Marketplace,VND-00316
317,2023-07-25,Mouse Wireless,Norte,13,1606.21,20880.73,Online,VND-00317
318,2024-03-03,Hub USB-C,Sul,6,2520.27,15121.62,Online,VND-00318
319,2025-12-12,Memória RAM 16GB,Nordeste,9,3886.07,34974.63,Marketplace,VND-00319
320,2022-10-05,Mesa Digitalizadora,Norte,16,1040.88,16654.08,Televendas,VND-00320
321,2024-06-30,"Monitor 27""",Centro-Oeste,6,4498.46,26990.76,Marketplace,VND-00321
322,2023-08-18,Hub USB-C,Centro-Oeste,3,2772.49,8317.47,Loja Física,VND-00322
323,2024-11-07,Mouse Wireless,Norte,6,3978.8,23872.8,Loja Física,VND-00323
324,2024-10-08,Notebook Pro,Centro-Oeste,5,1221.84,6109.2,Marketplace,VND-00324
325,2025-02-03,Teclado Mecânico,Sul,15,4028.13,60421.95,Online,VND-00325
326,2024-09-07,Impressora Laser,Sudeste,3,1580.99,4742.97,Televendas,VND-00326
327,2023-10-12,Smartphone,Norte,19,415.07,7886.33,Televendas,VND-00327
328,2023-12-07,Teclado Mecânico,Sul,15,3416.54,51248.1,Loja Física,VND-00328
329,2022-04-24,Mesa Digitalizadora,Norte,5,2191.46,10957.3,Loja Física,VND-00329
330,2023-10-23,Hub USB-C,Nordeste,10,865.05,8650.5,Marketplace,VND-00330
331,2022-06-11,Headset Gamer,Nordeste,17,4479.88,76157.96,Marketplace,VND-00331
332,2025-06-12,Impressora Laser,Norte,5,3143.86,15719.3,Loja Física,VND-00332
333,2022-11-12,Teclado Mecânico,Sul,19,4710.95,89508.05,Marketplace,VND-00333
334,2022-02-28,"Monitor 27""",Norte,19,253.91,4824.29,Marketplace,VND-00334
335,2024-05-03,"Tablet 10""",Norte,7,3846.45,26925.15,Televendas,VND-00335
336,2023-09-11,Memória RAM 16GB,Nordeste,18,1483.87,26709.66,Televendas,VND-00336
337,2025-11-11,Notebook Pro,Nordeste,10,2295.04,22950.4,Televendas,VND-00337
338,2023-02-22,Webcam HD,Sul,14,2447.04,34258.56,Loja Física,VND-00338
339,2023-10-16,Roteador WiFi 6,Centro-Oeste,11,4314.35,47457.85,Televendas,VND-00339
340,2024-11-20,Impressora Laser,Norte,5,3815.29,19076.45,Marketplace,VND-00340
341,2023-07-02,Memória RAM 16GB,Nordeste,8,2359.04,18872.32,Loja Física,VND-00341
342,2024-02-26,Mesa Digitalizadora,Sul,4,300.5,1202.0,Televendas,VND-00342
343,2022-11-24,Mesa Digitalizadora,Centro-Oeste,8,4815.29,38522.32,Marketplace,VND-00343
344,2024-10-17,Impressora Laser,Sudeste,7,3827.45,26792.15,Televendas,VND-00344
345,2022-07-04,SSD 1TB,Sul,10,2511.98,25119.8,Televendas,VND-00345
346,2023-12-24,Notebook Pro,Norte,8,1114.96,8919.68,Marketplace,VND-00346
347,2025-09-01,Smartphone,Sudeste,16,3007.72,48123.52,Marketplace,VND-00347
348,2022-08-09,SSD 1TB,Nordeste,18,90.48,1628.64,Marketplace,VND-00348
349,2024-01-20,Notebook Pro,Sudeste,12,3831.09,45973.08,Online,VND-00349
350,2024-01-13,Impressora Laser,Centro-Oeste,19,2830.99,53788.81,Online,VND-00350
351,2025-01-31,Headset Gamer,Sul,13,2546.06,33098.78,Online,VND-00351
352,2024-03-17,Webcam HD,Centro-Oeste,5,4876.66,24383.3,Marketplace,VND-00352
353,2024-11-08,SSD 1TB,Sul,5,1035.34,5176.7,Online,VND-00353
354,2023-11-14,Cadeira Ergonômica,Sudeste,2,242.62,485.24,Televendas,VND-00354
355,2024-11-21,Teclado Mecânico,Centro-Oeste,5,3050.99,15254.95,Marketplace,VND-00355
356,2025-06-16,Roteador WiFi 6,Centro-Oeste,6,1995.13,11970.78,Marketplace,VND-00356
357,2024-12-26,Memória RAM 16GB,Sul,17,4150.03,70550.51,Marketplace,VND-00357
358,2024-01-25,Webcam HD,Norte,16,4087.96,65407.36,Televendas,VND-00358
359,2025-11-10,Smartphone,Norte,19,1573.01,29887.19,Televendas,VND-00359
360,2025-03-30,"Tablet 10""",Nordeste,9,4837.0,43533.0,Online,VND-00360
361,2024-12-09,Smartphone,Sul,19,2428.22,46136.18,Televendas,VND-00361
362,2023-05-12,Notebook Pro,Sul,5,4117.22,20586.1,Online,VND-00362
363,2023-10-05,SSD 1TB,Nordeste,7,143.74,1006.18,Televendas,VND-00363
364,2025-06-06,Hub USB-C,Sudeste,7,2081.37,14569.59,Online,VND-00364
365,2025-02-22,Webcam HD,Sudeste,5,2617.48,13087.4,Televendas,VND-00365
366,2024-07-30,Hub USB-C,Sul,11,4785.59,52641.49,Marketplace,VND-00366
367,2025-10-26,Smartphone,Centro-Oeste,18,1803.72,32466.96,Televendas,VND-00367
368,2023-07-26,Impressora Laser,Centro-Oeste,7,4788.82,33521.74,Loja Física,VND-00368
369,2025-12-14,Mouse Wireless,Sudeste,10,3867.31,38673.1,Marketplace,VND-00369
370,2023-07-15,Headset Gamer,Norte,16,1776.58,28425.28,Televendas,VND-00370
371,2022-10-27,Headset Gamer,Norte,13,4100.97,53312.61,Marketplace,VND-00371
372,2024-06-24,Smartphone,Centro-Oeste,3,1764.5,5293.5,Televendas,VND-00372
373,2025-01-08,Headset Gamer,Sul,7,1050.24,7351.68,Marketplace,VND-00373
374,2025-04-16,Mouse Wireless,Nordeste,5,590.67,2953.35,Online,VND-00374
375,2023-04-22,Notebook Pro,Norte,17,1167.07,19840.19,Televendas,VND-00375
376,2022-07-25,Smartphone,Nordeste,11,3600.92,39610.12,Online,VND-00376
377,2022-11-20,SSD 1TB,Sudeste,18,4890.66,88031.88,Televendas,VND-00377
378,2023-08-12,Webcam HD,Centro-Oeste,7,3791.76,26542.32,Online,VND-00378
379,2023-04-21,Impressora Laser,Norte,3,3278.88,9836.64,Loja Física,VND-00379
380,2022-12-27,Hub USB-C,Norte,14,4417.11,61839.54,Televendas,VND-00380
381,2023-08-16,Hub USB-C,Norte,16,972.24,15555.84,Online,VND-00381
382,2022-08-08,Hub USB-C,Centro-Oeste,10,2861.41,28614.1,Marketplace,VND-00382
383,2025-01-17,Impressora Laser,Sudeste,15,4946.04,74190.6,Loja Física,VND-00383
384,2023-01-30,Cadeira Ergonômica,Norte,17,2366.7,40233.9,Marketplace,VND-00384
385,2025-08-20,Headset Gamer,Nordeste,6,3669.04,22014.24,Online,VND-00385
386,2025-03-08,Smartphone,Nordeste,11,3964.3,43607.3,Loja Física,VND-00386
387,2024-04-10,Mesa Digitalizadora,Sudeste,20,4287.93,85758.6,Marketplace,VND-00387
388,2022-07-15,Teclado Mecânico,Nordeste,3,2034.12,6102.36,Televendas,VND-00388
389,2022-01-14,Headset Gamer,Sudeste,11,4682.34,51505.74,Loja Física,VND-00389
390,2023-11-07,Headset Gamer,Sul,15,3781.1,56716.5,Online,VND-00390
391,2025-11-19,Mouse Wireless,Norte,9,3285.73,29571.57,Online,VND-00391
392,2024-04-10,Smartphone,Sul,15,1568.69,23530.35,Marketplace,VND-00392
393,2023-08-28,Webcam HD,Sul,4,3211.62,12846.48,Loja Física,VND-00393
394,2024-09-06,Teclado Mecânico,Sudeste,8,4788.93,38311.44,Marketplace,VND-00394
395,2024-08-22,Cadeira Ergonômica,Sul,14,3524.61,49344.54,Loja Física,VND-00395
396,2025-05-05,Mesa Digitalizadora,Norte,8,3417.69,27341.52,Televendas,VND-00396
397,2022-06-09,Hub USB-C,Sul,17,3533.64,60071.88,Online,VND-00397
398,2024-11-01,Mouse Wireless,Sul,2,4152.43,8304.86,Loja Física,VND-00398
399,2024-12-01,Memória RAM 16GB,Norte,6,1674.18,10045.08,Loja Física,VND-00399
400,2024-11-11,Memória RAM 16GB,Norte,19,2469.7,46924.3,Televendas,VND-00400
401,2024-07-24,"Tablet 10""",Norte,5,2590.58,12952.9,Televendas,VND-00401
402,2024-03-21,Headset Gamer,Norte,10,3630.24,36302.4,Loja Física,VND-00402
403,2024-05-17,Webcam HD,Norte,19,411.5,7818.5,Online,VND-00403
404,2024-08-24,Notebook Pro,Centro-Oeste,3,4931.38,14794.14,Televendas,VND-00404
405,2025-08-06,Roteador WiFi 6,Sudeste,6,3856.41,23138.46,Marketplace,VND-00405
406,2024-02-13,SSD 1TB,Norte,13,2270.26,29513.38,Loja Física,VND-00406
407,2025-01-05,SSD 1TB,Sul,12,637.23,7646.76,Loja Física,VND-00407
408,2022-02-16,Headset Gamer,Sudeste,8,4182.37,33458.96,Televendas,VND-00408
409,2023-04-16,Mouse Wireless,Sudeste,18,1927.42,34693.56,Marketplace,VND-00409
410,2022-08-20,Notebook Pro,Sudeste,5,1414.47,7072.35,Online,VND-00410
411,2022-07-26,"Tablet 10""",Norte,8,1070.1,8560.8,Televendas,VND-00411
412,2022-04-10,Mouse Wireless,Norte,20,3376.52,67530.4,Televendas,VND-00412
413,2023-03-21,Cadeira Ergonômica,Norte,15,1209.98,18149.7,Loja Física,VND-00413
414,2023-04-25,Mesa Digitalizadora,Sul,17,4967.74,84451.58,Marketplace,VND-00414
415,2025-10-09,Mesa Digitalizadora,Centro-Oeste,19,3009.69,57184.11,Loja Física,VND-00415
416,2025-09-14,Impressora Laser,Nordeste,10,4387.48,43874.8,Televendas,VND-00416
417,2025-02-14,"Tablet 10""",Nordeste,10,1412.01,14120.1,Televendas,VND-00417
418,2023-12-07,Smartphone,Sudeste,18,2503.32,45059.76,Marketplace,VND-00418
419,2023-09-07,SSD 1TB,Nordeste,14,2070.88,28992.32,Televendas,VND-00419
420,2023-09-08,Mesa Digitalizadora,Nordeste,8,4254.24,34033.92,Televendas,VND-00420
421,2024-05-03,Impressora Laser,Sul,2,2833.81,5667.62,Loja Física,VND-00421
422,2023-02-21,Webcam HD,Norte,13,1252.15,16277.95,Televendas,VND-00422
423,2023-01-26,Notebook Pro,Centro-Oeste,12,507.7,6092.4,Televendas,VND-00423
424,2022-05-30,Mouse Wireless,Sul,20,3034.46,60689.2,Loja Física,VND-00424
425,2023-11-13,Headset Gamer,Norte,16,1084.0,17344.0,Loja Física,VND-00425
426,2022-08-29,Roteador WiFi 6,Sudeste,7,4812.28,33685.96,Loja Física,VND-00426
427,2024-03-23,Hub USB-C,Nordeste,20,3533.65,70673.0,Marketplace,VND-00427
428,2024-12-28,Smartphone,Centro-Oeste,10,1934.28,19342.8,Marketplace,VND-00428
429,2024-10-15,Memória RAM 16GB,Norte,9,1830.24,16472.16,Televendas,VND-00429
430,2024-01-30,Webcam HD,Sudeste,11,4575.94,50335.34,Online,VND-00430
431,2022-10-26,Notebook Pro,Centro-Oeste,19,4327.22,82217.18,Televendas,VND-00431
432,2023-11-07,Mouse Wireless,Sudeste,10,804.44,8044.4,Loja Física,VND-00432
433,2025-11-03,Webcam HD,Centro-Oeste,16,2775.68,44410.88,Televendas,VND-00433
434,2023-12-23,Teclado Mecânico,Nordeste,16,2331.1,37297.6,Televendas,VND-00434
435,2025-01-15,Smartphone,Norte,6,4588.65,27531.9,Online,VND-00435
436,2025-09-30,Notebook Pro,Norte,3,4728.68,14186.04,Televendas,VND-00436
437,2023-04-19,"Monitor 27""",Nordeste,5,4220.6,21103.0,Online,VND-00437
438,2024-02-04,Notebook Pro,Sul,7,2553.38,17873.66,Televendas,VND-00438
439,2024-12-25,Impressora Laser,Sudeste,16,127.87,2045.92,Online,VND-00439
440,2023-07-17,Impressora Laser,Centro-Oeste,1,2670.62,2670.62,Online,VND-00440
441,2025-10-12,SSD 1TB,Nordeste,17,4075.13,69277.21,Online,VND-00441
442,2023-05-09,Mouse Wireless,Sul,4,2645.71,10582.84,Marketplace,VND-00442
443,2024-03-23,"Monitor 27""",Centro-Oeste,12,1373.26,16479.12,Televendas,VND-00443
444,2025-11-28,Mouse Wireless,Centro-Oeste,15,2846.76,42701.4,Online,VND-00444
445,2024-02-16,SSD 1TB,Sul,2,512.83,1025.66,Televendas,VND-00445
446,2025-12-10,Teclado Mecânico,Norte,2,3201.9,6403.8,Televendas,VND-00446
447,2023-11-10,"Tablet 10""",Norte,14,3242.29,45392.06,Online,VND-00447
448,2025-11-18,Hub USB-C,Sul,8,1096.51,8772.08,Televendas,VND-00448
449,2022-06-02,Smartphone,Centro-Oeste,9,280.48,2524.32,Online,VND-00449
450,2023-10-07,Notebook Pro,Nordeste,6,4647.39,27884.34,Loja Física,VND-00450
451,2023-09-05,Teclado Mecânico,Sul,13,4647.93,60423.09,Loja Física,VND-00451
452,2024-03-07,Smartphone,Sul,19,4181.52,79448.88,Marketplace,VND-00452
453,2022-10-14,Cadeira Ergonômica,Norte,13,3790.27,49273.51,Marketplace,VND-00453
454,2023-04-21,Mesa Digitalizadora,Norte,2,533.54,1067.08,Marketplace,VND-00454
455,2025-05-04,SSD 1TB,Centro-Oeste,20,3856.58,77131.6,Online,VND-00455
456,2024-07-11,Memória RAM 16GB,Nordeste,9,3928.56,35357.04,Marketplace,VND-00456
457,2024-06-03,Teclado Mecânico,Sul,18,4708.66,84755.88,Televendas,VND-00457
458,2023-08-28,Cadeira Ergonômica,Nordeste,3,3872.23,11616.69,Online,VND-00458
459,2024-02-18,Roteador WiFi 6,Nordeste,3,1376.46,4129.38,Televendas,VND-00459
460,2022-07-07,Notebook Pro,Centro-Oeste,11,1835.47,20190.17,Televendas,VND-00460
461,2022-07-29,Teclado Mecânico,Norte,12,3818.67,45824.04,Loja Física,VND-00461
462,2025-02-10,Impressora Laser,Sudeste,14,2271.78,31804.92,Online,VND-00462
463,2025-02-09,"Monitor 27""",Sul,1,493.61,493.61,Marketplace,VND-00463
464,2024-04-27,SSD 1TB,Norte,13,111.09,1444.17,Loja Física,VND-00464
465,2025-11-04,SSD 1TB,Nordeste,19,2629.47,49959.93,Loja Física,VND-00465
466,2024-10-06,Teclado Mecânico,Norte,9,1540.6,13865.4,Loja Física,VND-00466
467,2023-09-06,Memória RAM 16GB,Norte,14,1416.01,19824.14,Marketplace,VND-00467
468,2025-07-04,Memória RAM 16GB,Sul,9,4723.9,42515.1,Loja Física,VND-00468
469,2023-09-16,Notebook Pro,Sudeste,15,579.51,8692.65,Marketplace,VND-00469
470,2023-11-06,Memória RAM 16GB,Centro-Oeste,20,1930.46,38609.2,Televendas,VND-00470
471,2023-10-19,"Tablet 10""",Nordeste,20,723.82,14476.4,Televendas,VND-00471
472,2024-03-26,Webcam HD,Centro-Oeste,11,929.3,10222.3,Televendas,VND-00472
473,2023-10-30,SSD 1TB,Centro-Oeste,19,3920.77,74494.63,Televendas,VND-00473
474,2025-02-28,Mouse Wireless,Sul,12,613.74,7364.88,Loja Física,VND-00474
475,2024-08-03,Roteador WiFi 6,Nordeste,18,183.23,3298.14,Televendas,VND-00475
476,2022-05-22,Mesa Digitalizadora,Sudeste,10,4164.84,41648.4,Televendas,VND-00476
477,2023-05-11,Headset Gamer,Nordeste,5,3185.01,15925.05,Televendas,VND-00477
478,2025-05-09,Memória RAM 16GB,Sul,13,416.13,5409.69,Televendas,VND-00478
479,2025-11-17,SSD 1TB,Sul,18,2557.73,46039.14,Online,VND-00479
480,2025-01-04,"Tablet 10""",Norte,12,3523.09,42277.08,Online,VND-00480
481,2023-12-29,Teclado Mecânico,Sul,8,3305.13,26441.04,Online,VND-00481
482,2025-10-19,Smartphone,Sudeste,19,4918.86,93458.34,Marketplace,VND-00482
483,2022-07-21,Headset Gamer,Nordeste,14,574.43,8042.02,Loja Física,VND-00483
484,2024-08-06,Cadeira Ergonômica,Sul,15,1901.89,28528.35,Loja Física,VND-00484
485,2024-09-15,"Monitor 27""",Centro-Oeste,12,4988.63,59863.56,Televendas,VND-00485
486,2022-10-18,Webcam HD,Centro-Oeste,3,624.54,1873.62,Marketplace,VND-00486
487,2024-12-03,Memória RAM 16GB,Centro-Oeste,15,3932.14,58982.1,Televendas,VND-00487
488,2025-11-27,Memória RAM 16GB,Centro-Oeste,4,2218.92,8875.68,Online,VND-00488
489,2025-12-26,"Monitor 27""",Norte,10,271.18,2711.8,Marketplace,VND-00489
490,2022-12-03,Hub USB-C,Nordeste,4,3401.84,13607.36,Loja Física,VND-00490
491,2025-02-20,SSD 1TB,Sudeste,18,842.67,15168.06,Loja Física,VND-00491
492,2023-01-17,Smartphone,Sudeste,13,3167.31,41175.03,Televendas,VND-00492
493,2023-02-09,Memória RAM 16GB,Sul,1,3700.07,3700.07,Televendas,VND-00493
494,2023-03-16,Mouse Wireless,Centro-Oeste,13,72.03,936.39,Online,VND-00494
495,2025-01-04,Teclado Mecânico,Centro-Oeste,19,553.67,10519.73,Marketplace,VND-00495
496,2023-06-22,Smartphone,Sudeste,7,2314.87,16204.09,Marketplace,VND-00496
497,2024-03-14,"Tablet 10""",Norte,20,1973.76,39475.2,Marketplace,VND-00497
498,2025-06-18,Teclado Mecânico,Centro-Oeste,12,4235.31,50823.72,Online,VND-00498
499,2023-05-04,Headset Gamer,Norte,5,1600.27,8001.35,Loja Física,VND-00499
500,2024-11-12,SSD 1TB,Sudeste,12,3482.51,41790.12,Loja Física,VND-00500
501,2023-01-16,Memória RAM 16GB,Sul,19,1949.36,37037.84,Loja Física,VND-00501
502,2023-08-15,Teclado Mecânico,Nordeste,18,875.98,15767.64,Marketplace,VND-00502
503,2024-01-06,Notebook Pro,Sudeste,15,3116.08,46741.2,Loja Física,VND-00503
504,2025-02-24,Impressora Laser,Sudeste,7,4085.32,28597.24,Televendas,VND-00504
505,2024-06-28,Memória RAM 16GB,Nordeste,16,2107.37,33717.92,Online,VND-00505
506,2023-03-28,Headset Gamer,Norte,19,202.76,3852.44,Marketplace,VND-00506
507,2022-12-11,Cadeira Ergonômica,Sudeste,8,2711.16,21689.28,Televendas,VND-00507
508,2025-03-18,"Monitor 27""",Centro-Oeste,18,2578.49,46412.82,Marketplace,VND-00508
509,2022-03-27,Cadeira Ergonômica,Sudeste,18,4121.92,74194.56,Loja Física,VND-00509
510,2025-08-31,Cadeira Ergonômica,Nordeste,14,556.96,7797.44,Marketplace,VND-00510
511,2023-12-15,Mesa Digitalizadora,Norte,2,2276.18,4552.36,Televendas,VND-00511
512,2023-05-01,Mouse Wireless,Sul,4,3889.38,15557.52,Marketplace,VND-00512
513,2022-12-06,"Tablet 10""",Nordeste,20,3182.21,63644.2,Loja Física,VND-00513
514,2025-03-13,Webcam HD,Sul,7,4036.93,28258.51,Marketplace,VND-00514
515,2023-10-25,Roteador WiFi 6,Centro-Oeste,20,2716.9,54338.0,Marketplace,VND-00515
516,2024-11-19,Hub USB-C,Norte,19,1373.35,26093.65,Loja Física,VND-00516
517,2023-07-22,Mesa Digitalizadora,Nordeste,14,4597.91,64370.74,Loja Física,VND-00517
518,2023-10-22,Mesa Digitalizadora,Nordeste,8,773.91,6191.28,Televendas,VND-00518
519,2025-07-19,Headset Gamer,Sudeste,16,753.75,12060.0,Televendas,VND-00519
520,2022-07-10,SSD 1TB,Sul,15,423.81,6357.15,Marketplace,VND-00520
521,2024-09-26,Webcam HD,Sul,12,2300.74,27608.88,Online,VND-00521
522,2024-07-27,Smartphone,Centro-Oeste,3,3668.11,11004.33,Online,VND-00522
523,2024-05-29,Mesa Digitalizadora,Nordeste,18,2018.69,36336.42,Televendas,VND-00523
524,2023-08-04,Webcam HD,Sul,9,1648.18,14833.62,Loja Física,VND-00524
525,2023-12-05,Hub USB-C,Norte,19,4269.49,81120.31,Online,VND-00525
526,2024-07-30,Notebook Pro,Norte,4,3149.59,12598.36,Loja Física,VND-00526
527,2024-05-26,Mouse Wireless,Nordeste,15,2309.76,34646.4,Marketplace,VND-00527
528,2023-07-16,"Monitor 27""",Centro-Oeste,6,4378.4,26270.4,Marketplace,VND-00528
529,2025-08-21,Teclado Mecânico,Norte,3,1890.63,5671.89,Televendas,VND-00529
530,2023-04-25,SSD 1TB,Norte,10,3643.64,36436.4,Online,VND-00530
531,2022-06-09,Teclado Mecânico,Sul,1,1106.43,1106.43,Loja Física,VND-00531
532,2022-01-20,Notebook Pro,Centro-Oeste,17,3415.91,58070.47,Online,VND-00532
533,2024-09-05,"Monitor 27""",Nordeste,14,3485.45,48796.3,Televendas,VND-00533
534,2022-07-29,"Monitor 27""",Centro-Oeste,3,3667.28,11001.84,Marketplace,VND-00534
535,2022-09-30,Smartphone,Nordeste,10,728.79,7287.9,Online,VND-00535
536,2025-06-03,Smartphone,Nordeste,17,2838.29,48250.93,Televendas,VND-00536
537,2025-07-10,Roteador WiFi 6,Nordeste,12,3626.04,43512.48,Televendas,VND-00537
538,2023-03-21,"Monitor 27""",Norte,20,3448.5,68970.0,Loja Física,VND-00538
539,2024-02-26,Webcam HD,Sudeste,4,2968.39,11873.56,Marketplace,VND-00539
540,2025-08-13,"Monitor 27""",Nordeste,5,1276.54,6382.7,Marketplace,VND-00540
541,2025-09-10,Hub USB-C,Centro-Oeste,1,4247.07,4247.07,Loja Física,VND-00541
542,2023-01-22,Roteador WiFi 6,Sudeste,17,3054.29,51922.93,Marketplace,VND-00542
543,2023-05-06,Memória RAM 16GB,Sudeste,2,3929.82,7859.64,Online,VND-00543
544,2025-05-01,"Monitor 27""",Sul,8,2522.93,20183.44,Online,VND-00544
545,2022-09-28,SSD 1TB,Sul,12,4672.93,56075.16,Televendas,VND-00545
546,2022-12-20,Cadeira Ergonômica,Sudeste,12,2754.46,33053.52,Online,VND-00546
547,2022-01-29,Headset Gamer,Nordeste,1,2957.45,2957.45,Online,VND-00547
548,2024-03-26,Impressora Laser,Centro-Oeste,2,4745.97,9491.94,Televendas,VND-00548
549,2022-06-18,Smartphone,Sul,14,3523.96,49335.44,Loja Física,VND-00549
550,2022-06-11,Impressora Laser,Nordeste,9,463.81,4174.29,Loja Física,VND-00550
551,2025-04-16,Smartphone,Norte,18,1667.41,30013.38,Marketplace,VND-00551
552,2023-05-04,Notebook Pro,Nordeste,14,3663.29,51286.06,Online,VND-00552
553,2025-06-07,"Tablet 10""",Norte,14,624.13,8737.82,Marketplace,VND-00553
554,2025-12-20,Teclado Mecânico,Norte,6,641.24,3847.44,Loja Física,VND-00554
555,2024-12-07,Impressora Laser,Centro-Oeste,16,4767.43,76278.88,Loja Física,VND-00555
556,2023-07-05,Roteador WiFi 6,Norte,12,678.31,8139.72,Online,VND-00556
557,2023-07-12,Impressora Laser,Norte,11,4045.18,44496.98,Marketplace,VND-00557
558,2024-10-13,Memória RAM 16GB,Sul,19,3156.29,59969.51,Marketplace,VND-00558
559,2025-03-06,Teclado Mecânico,Centro-Oeste,2,2523.07,5046.14,Loja Física,VND-00559
560,2025-03-21,Smartphone,Norte,9,3877.98,34901.82,Loja Física,VND-00560
561,2022-01-26,Mouse Wireless,Norte,17,62.71,1066.07,Televendas,VND-00561
562,2022-11-04,Teclado Mecânico,Norte,12,1945.75,23349.0,Televendas,VND-00562
563,2024-05-02,Hub USB-C,Centro-Oeste,8,1642.92,13143.36,Marketplace,VND-00563
564,2022-09-02,Impressora Laser,Norte,3,2879.1,8637.3,Loja Física,VND-00564
565,2022-04-05,SSD 1TB,Norte,8,4031.47,32251.76,Televendas,VND-00565
566,2023-09-29,Webcam HD,Norte,10,3878.96,38789.6,Televendas,VND-00566
567,2023-08-21,"Tablet 10""",Centro-Oeste,1,1876.15,1876.15,Loja Física,VND-00567
568,2024-10-07,Cadeira Ergonômica,Nordeste,15,1872.95,28094.25,Loja Física,VND-00568
569,2024-04-19,Notebook Pro,Nordeste,5,81.57,407.85,Marketplace,VND-00569
570,2022-01-03,Cadeira Ergonômica,Sudeste,1,4757.4,4757.4,Marketplace,VND-00570
571,2023-05-03,SSD 1TB,Sudeste,4,1065.71,4262.84,Online,VND-00571
572,2022-07-10,Notebook Pro,Nordeste,5,3572.68,17863.4,Televendas,VND-00572
573,2022-06-23,"Tablet 10""",Norte,12,2319.37,27832.44,Loja Física,VND-00573
574,2025-03-08,Notebook Pro,Sudeste,13,420.41,5465.33,Loja Física,VND-00574
575,2023-10-08,Hub USB-C,Sudeste,8,1493.8,11950.4,Marketplace,VND-00575
576,2023-04-24,"Monitor 27""",Nordeste,11,2291.15,25202.65,Loja Física,VND-00576
577,2022-08-05,Teclado Mecânico,Sudeste,19,589.42,11198.98,Televendas,VND-00577
578,2025-01-02,Webcam HD,Nordeste,11,2062.24,22684.64,Televendas,VND-00578
