id,nome,cargo,departamento,regiao,salario,data_admissao,status,idade
307,Funcionário 0307,Analista,Financeiro,Sudeste,9191.42,2016-04-16,Ativo,52
308,Funcionário 0308,Assistente,Logística,Sul,22089.76,2015-10-01,Ativo,63
309,Funcionário 0309,Analista,Logística,Norte,7353.22,2015-05-01,Férias,61
310,Funcionário 0310,Estagiário,Marketing,Centro-Oeste,7275.36,2020-10-07,Ativo,22
311,Funcionário 0311,Analista,Financeiro,Nordeste,22648.19,2024-11-25,Ativo,28
312,Funcionário 0312,Assistente,RH,Norte,13797.04,2019-08-18,Desligado,37
313,Funcionário 0313,Assistente,Financeiro,Nordeste,2832.79,2023-05-05,Férias,39
314,Funcionário 0314,Analista,RH,Sul,20237.62,2024-03-25,Ativo,57
315,Funcionário 0315,Analista,TI,Sul,2150.35,2019-09-24,Ativo,56
316,Funcionário 0316,Estagiário,TI,Sudeste,3424.22,2019-05-17,Férias,45
317,Funcionário 0317,Estagiário,Logística,Norte,9858.47,2024-06-11,Desligado,41
318,Funcionário 0318,Coordenador,Marketing,Centro-Oeste,11302.18,2018-10-08,Ativo,30
319,Funcionário 0319,Analista,Logística,Norte,13904.09,2021-11-28,Ativo,35
320,Funcionário 0320,Assistente,Marketing,Sudeste,5527.62,2018-07-16,Desligado,41
321,Funcionário 0321,Coordenador,Financeiro,Sul,4172.59,2020-06-07,Ativo,49
322,Funcionário 0322,Gerente,Contabilidade,Centro-Oeste,9454.26,2020-11-18,Ativo,36
323,Funcionário 0323,Coordenador,Vendas,Centro-Oeste,7286.7,2018-11-30,Desligado,55
324,Funcionário 0324,Coordenador,Financeiro,Centro-Oeste,15081.0,2023-08-19,Férias,60
325,Funcionário 0325,Diretor,Vendas,Norte,21631.57,2019-08-04,Férias,52
326,Funcionário 0326,Gerente,Marketing,Sudeste,9292.33,2024-06-14,Férias,18
327,Funcionário 0327,Diretor,RH,Sul,9590.21,2016-04-17,Férias,42
328,Funcionário 0328,Assistente,TI,Nordeste,6906.99,2021-10-10,Férias,35
329,Funcionário 0329,Assistente,Vendas,Norte,2773.83,2020-09-18,Ativo,54
330,Funcionário 0330,Assistente,Contabilidade,Norte,10499.2,2019-07-11,Ativo,39
331,Funcionário 0331,Assistente,Financeiro,Nordeste,15731.88,2016-01-16,Desligado,51
332,Funcionário 0332,Analista,Logística,Sul,13254.21,2020-04-21,Desligado,51
333,Funcionário 0333,Estagiário,Vendas,Nordeste,13763.32,2024-12-20,Ativo,25
334,Funcionário 0334,Estagiário,TI,Sul,15536.08,2019-02-28,Desligado,42
335,Funcionário 0335,Gerente,Contabilidade,Norte,22837.69,2018-09-29,Ativo,50
336,Funcionário 0336,Estagiário,Financeiro,Sul,4182.0,2022-04-08,Ativo,27
337,Funcionário 0337,Analista,Marketing,Sudeste,6229.77,2018-10-27,Ativo,50
338,Funcionário 0338,Assistente,TI,Centro-Oeste,2953.43,2021-01-19,Desligado,35
339,Funcionário 0339,Coordenador,RH,Sul,15078.06,2016-01-27,Ativo,34
340,Funcionário 0340,Analista,Contabilidade,Norte,4293.22,2021-09-19,Férias,56
341,Funcionário 0341,Estagiário,Vendas,Sul,17365.4,2017-03-20,Férias,28
342,Funcionário 0342,Gerente,Contabilidade,Norte,9353.39,2023-01-09,Ativo,19
343,Funcionário 0343,Assistente,Vendas,Nordeste,19245.11,2024-07-26,Férias,31
344,Funcionário 0344,Coordenador,Financeiro,Norte,24404.27,2021-03-26,Ativo,50
345,Funcionário 0345,Diretor,Vendas,Nordeste,6060.3,2021-01-04,Desligado,41
346,Funcionário 0346,Estagiário,Logística,Centro-Oeste,11254.56,2019-07-12,Férias,41
347,Funcionário 0347,Assistente,Financeiro,Nordeste,8820.75,2015-09-01,Ativo,62
348,Funcionário 0348,Diretor,Vendas,Sudeste,24686.0,2023-06-10,Desligado,39
349,Funcionário 0349,Analista,TI,Centro-Oeste,13925.3,2021-03-04,Desligado,23
350,Funcionário 0350,Gerente,RH,Centro-Oeste,11354.66,2015-09-14,Férias,40
351,Funcionário 0351,Estagiário,TI,Norte,24436.4,2019-11-11,Ativo,57
352,Funcionário 0352,Coordenador,TI,Sul,19222.52,2020-03-15,Ativo,65
353,Funcionário 0353,Estagiário,Logística,Sul,7207.45,2019-07-05,Desligado,57
354,Funcionário 0354,Diretor,Financeiro,Sudeste,7554.75,2022-10-07,Ativo,37
355,Funcionário 0355,Gerente,Logística,Norte,20842.41,2021-05-16,Desligado,39
356,Funcionário 0356,Analista,Vendas,Norte,6011.09,2019-09-05,Desligado,41
357,Funcionário 0357,Gerente,Logística,Centro-Oeste,11684.78,2021-09-23,Férias,37
358,Funcionário 0358,Analista,Marketing,Centro-Oeste,20835.43,2016-03-09,Desligado,49
359,Funcionário 0359,Gerente,TI,Centro-Oeste,7022.54,2024-09-07,Desligado,40
360,Funcionário 0360,Coordenador,Marketing,Centro-Oeste,20406.9,2021-07-19,Ativo,18
361,Funcionário 0361,Estagiário,Contabilidade,Norte,5540.59,2017-10-03,Ativo,53
362,Funcionário 0362,Coordenador,Marketing,Sudeste,5497.93,2017-06-12,Ativo,50
363,Funcionário 0363,Coordenador,RH,Norte,22332.5,2017-01-21,Desligado,58
364,Funcionário 0364,Coordenador,Marketing,Nordeste,12748.21,2022-05-11,Desligado,34
365,Funcionário 0365,Diretor,Vendas,Sudeste,4828.13,2024-05-14,Ativo,47
366,Funcionário 0366,Gerente,RH,Sudeste,14515.71,2024-08-06,Ativo,53
367,Funcionário 0367,Coordenador,Contabilidade,Sul,10817.83,2018-09-04,Férias,35
368,Funcionário 0368,Analista,Contabilidade,Norte,6483.63,2019-08-27,Ativo,46
369,Funcionário 0369,Diretor,TI,Norte,14316.53,2018-10-01,Ativo,64
370,Funcionário 0370,Analista,Contabilidade,Sudeste,11800.35,2018-03-09,Ativo,33
371,Funcionário 0371,Assistente,Logística,Sul,15284.44,2024-10-15,Desligado,65
372,Funcionário 0372,Analista,Financeiro,Centro-Oeste,2862.34,2015-07-18,Ativo,33
373,Funcionário 0373,Analista,Marketing,Sul,18739.68,2024-07-21,Desligado,57
374,Funcionário 0374,Estagiário,RH,Sudeste,14666.5,2015-01-25,Ativo,43
375,Funcionário 0375,Assistente,TI,Centro-Oeste,4934.09,2021-10-07,Ativo,31
376,Funcionário 0376,Diretor,RH,Sul,19632.18,2023-05-14,Ativo,20
377,Funcionário 0377,Analista,Logística,Sudeste,4634.78,2023-04-29,Ativo,44
378,Funcionário 0378,Diretor,Contabilidade,Sudeste,8433.51,2020-09-20,Ativo,60
379,Funcionário 0379,Gerente,Logística,Sudeste,18572.71,2022-07-23,Férias,33
380,Funcionário 0380,Analista,RH,Sudeste,20532.73,2023-10-27,Desligado,28
381,Funcionário 0381,Analista,RH,Nordeste,18545.36,2024-05-19,Ativo,62
382,Funcionário 0382,Assistente,RH,Sudeste,11364.36,2018-05-15,Ativo,33
383,Funcionário 0383,Assistente,Logística,Sudeste,9949.79,2021-03-14,Férias,31
384,Funcionário 0384,Assistente,Marketing,Sudeste,13939.09,2020-03-06,Ativo,61
385,Funcionário 0385,Assistente,Marketing,Norte,11250.09,2017-06-08,Ativo,40
386,Funcionário 0386,Assistente,RH,Norte,23215.1,2022-03-20,Ativo,31
387,Funcionário 0387,Gerente,Marketing,Sudeste,6485.38,2018-11-24,Desligado,48
388,Funcionário 0388,Assistente,Contabilidade,Sul,17279.58,2020-06-11,Férias,56
389,Funcionário 0389,Analista,Marketing,Nordeste,12205.53,2017-01-02,Ativo,28
390,Funcionário 0390,Gerente,Logística,Sul,8976.62,2021-11-13,Ativo,28
391,Funcionário 0391,Estagiário,Financeiro,Norte,18469.71,2022-12-07,Ativo,35
392,Funcionário 0392,Gerente,Logística,Norte,2697.47,2024-08-16,Desligado,48
393,Funcionário 0393,Diretor,RH,Centro-Oeste,15185.27,2021-08-10,Ativo,51
394,Funcionário 0394,Estagiário,Logística,Sudeste,24831.63,2021-04-04,Férias,49
395,Funcionário 0395,Analista,Marketing,Sul,19736.99,2015-11-17,Férias,55
396,Funcionário 0396,Estagiário,Contabilidade,Norte,11074.14,2015-12-30,Ativo,59
397,Funcionário 0397,Assistente,RH,Centro-Oeste,16897.14,2016-02-16,Ativo,22
398,Funcionário 0398,Assistente,Contabilidade,Centro-Oeste,16609.77,2022-07-20,Ativo,41
399,Funcionário 0399,Diretor,Marketing,Norte,16468.65,2018-07-13,Ativo,49
400,Funcionário 0400,Assistente,RH,Nordeste,16136.78,2015-10-12,Desligado,24
401,Funcionário 0401,Gerente,RH,Centro-Oeste,16515.61,2016-08-30,Ativo,36
402,Funcionário 0402,Coordenador,Contabilidade,Norte,22992.27,2021-10-25,Férias,39
403,Funcionário 0403,Assistente,TI,Sudeste,24228.0,2024-05-22,Férias,44
404,Funcionário 0404,Diretor,Marketing,Norte,21208.42,2015-08-01,Férias,26
405,Funcionário 0405,Coordenador,Logística,Nordeste,2709.12,2018-11-03,Desligado,63
406,Funcionário 0406,Diretor,Vendas,Sul,10515.81,2016-10-04,Desligado,38
407,Funcionário 0407,Diretor,TI,Nordeste,17032.0,2016-04-16,Ativo,48
408,Funcionário 0408,Gerente,TI,Centro-Oeste,14214.69,2020-12-01,Férias,53
409,Funcionário 0409,Assistente,RH,Sudeste,3210.98,2024-02-28,Ativo,19
410,Funcionário 0410,Gerente,Vendas,Norte,15987.17,2019-04-28,Desligado,29
411,Funcionário 0411,Diretor,Financeiro,Sudeste,3642.75,2024-03-19,Desligado,46
412,Funcionário 0412,Diretor,Marketing,Sul,13285.55,2023-11-02,Ativo,20
413,Funcionário 0413,Analista,Financeiro,Norte,21379.25,2022-02-18,Férias,49
414,Funcionário 0414,Assistente,Contabilidade,Centro-Oeste,14338.38,2018-06-06,Ativo,41
415,Funcionário 0415,Analista,Logística,Sudeste,22152.07,2023-09-04,Ativo,32
416,Funcionário 0416,Diretor,Logística,Sul,3406.54,2020-06-12,Ativo,33
417,Funcionário 0417,Analista,TI,Centro-Oeste,20723.07,2021-03-23,Ativo,31
418,Funcionário 0418,Analista,TI,Nordeste,21826.29,2015-09-15,Ativo,35
419,Funcionário 0419,Diretor,Marketing,Nordeste,24680.22,2016-06-19,Férias,35
420,Funcionário 0420,Assistente,Contabilidade,Nordeste,19618.88,2018-09-02,Ativo,37
421,Funcionário 0421,Gerente,Vendas,Sul,18178.04,2020-11-14,Ativo,19
422,Funcionário 0422,Gerente,Logística,Sul,4678.3,2020-11-02,Ativo,46
423,Funcionário 0423,Assistente,RH,Norte,9023.53,2016-04-03,Desligado,29
424,Funcionário 0424,Diretor,Vendas,Sudeste,22938.77,2022-12-07,Desligado,43
425,Funcionário 0425,Assistente,Contabilidade,Nordeste,5975.39,2023-07-02,Ativo,19
426,Funcionário 0426,Estagiário,RH,Centro-Oeste,16611.48,2016-07-15,Ativo,64
427,Funcionário 0427,Analista,Marketing,Centro-Oeste,17659.47,2017-01-14,Desligado,54
428,Funcionário 0428,Estagiário,RH,Norte,15525.06,2017-11-09,Ativo,18
429,Funcionário 0429,Gerente,Logística,Norte,19918.75,2019-07-28,Ativo,51
430,Funcionário 0430,Diretor,Logística,Sul,18528.91,2022-09-19,Desligado,37
431,Funcionário 0431,Assistente,Marketing,Norte,12150.63,2020-09-28,Férias,39
432,Funcionário 0432,Diretor,TI,Centro-Oeste,20431.86,2015-03-30,Ativo,38
433,Funcionário 0433,Gerente,TI,Sudeste,8260.88,2024-09-16,Ativo,19
434,Funcionário 0434,Coordenador,Vendas,Centro-Oeste,9749.01,2021-04-02,Desligado,48
435,Funcionário 0435,Assistente,Contabilidade,Sudeste,21270.77,2021-12-29,Férias,22
436,Funcionário 0436,Analista,Financeiro,Sul,5726.27,2023-03-18,Desligado,31
437,Funcionário 0437,Diretor,Vendas,Sul,10481.48,2024-10-02,Férias,53
438,Funcionário 0438,Coordenador,Logística,Centro-Oeste,24046.13,2015-12-14,Ativo,58
439,Funcionário 0439,Assistente,Logística,Nordeste,12226.18,2018-04-13,Ativo,48
440,Funcionário 0440,Analista,Financeiro,Norte,21537.89,2016-03-03,Ativo,28
441,Funcionário 0441,Estagiário,Vendas,Sul,9538.08,2019-05-19,Ativo,46
442,Funcionário 0442,Assistente,Financeiro,Nordeste,17427.16,2022-07-24,Ativo,37
443,Funcionário 0443,Diretor,Logística,Nordeste,3664.46,2023-04-29,Ativo,40
444,Funcionário 0444,Estagiário,Financeiro,Centro-Oeste,2918.11,2019-12-19,Desligado,35
445,Funcionário 0445,Estagiário,Financeiro,Nordeste,10884.72,2023-09-27,Férias,24
446,Funcionário 0446,Coordenador,Logística,Centro-Oeste,6705.82,2015-07-14,Ativo,32
447,Funcionário 0447,Coordenador,Financeiro,Centro-Oeste,20747.06,2017-10-01,Férias,33
448,Funcionário 0448,Coordenador,RH,Sudeste,24782.3,2020-12-28,Ativo,21
449,Funcionário 0449,Diretor,Marketing,Nordeste,7705.79,2017-09-15,Ativo,40
450,Funcionário 0450,Estagiário,Marketing,Sul,10545.41,2021-11-03,Ativo,20
451,Funcionário 0451,Diretor,Logística,Centro-Oeste,13803.72,2015-05-23,Ativo,56
452,Funcionário 0452,Estagiário,Contabilidade,Centro-Oeste,7488.88,2018-05-30,Ativo,61
453,Funcionário 0453,Estagiário,RH,Norte,11895.32,2023-06-20,Ativo,32
454,Funcionário 0454,Diretor,Contabilidade,Nordeste,5601.68,2022-02-03,Desligado,38
455,Funcionário 0455,Assistente,Marketing,Norte,12061.83,2018-01-21,Ativo,31
456,Funcionário 0456,Analista,Marketing,Sul,13100.95,2018-10-20,Ativo,24
457,Funcionário 0457,Estagiário,Vendas,Sul,6380.13,2017-11-14,Ativo,63
458,Funcionário 0458,Diretor,TI,Norte,23224.42,2017-03-07,Ativo,62
459,Funcionário 0459,Estagiário,Contabilidade,Sul,13713.39,2021-03-08,Ativo,40
460,Funcionário 0460,Diretor,Logística,Centro-Oeste,13346.84,2015-04-13,Ativo,58
461,Funcionário 0461,Gerente,Logística,Sul,15663.66,2021-12-27,Desligado,56
462,Funcionário 0462,Analista,TI,Norte,2169.68,2015-10-28,Desligado,24
463,Funcionário 0463,Analista,Marketing,Nordeste,15146.54,2021-01-26,Ativo,53
464,Funcionário 0464,Coordenador,Logística,Norte,23406.17,2020-12-30,Ativo,24
465,Funcionário 0465,Assistente,TI,Norte,2268.16,2020-09-03,Férias,49
466,Funcionário 0466,Assistente,TI,Sul,15516.65,2020-08-09,Ativo,39
467,Funcionário 0467,Gerente,Financeiro,Nordeste,11370.13,2019-12-28,Ativo,65
468,Funcionário 0468,Coordenador,TI,Norte,24170.26,2021-06-05,Ativo,20
469,Funcionário 0469,Coordenador,RH,Sudeste,11638.09,2022-01-17,Ativo,45
470,Funcionário 0470,Coordenador,Vendas,Sudeste,3181.32,2023-10-02,Ativo,60
471,Funcionário 0471,Analista,Financeiro,Sul,5544.85,2022-06-19,Ativo,62
472,Funcionário 0472,Analista,Contabilidade,Norte,12769.0,2023-07-11,Ativo,62
473,Funcionário 0473,Estagiário,TI,Sul,2599.51,2023-09-12,Ativo,28
474,Funcionário 0474,Gerente,TI,Nordeste,10145.12,2015-11-30,Ativo,63
475,Funcionário 0475,Coordenador,TI,Sul,17606.42,2017-10-15,Ativo,57
476,Funcionário 0476,Coordenador,Marketing,Sudeste,22446.96,2016-08-13,Ativo,44
477,Funcionário 0477,Coordenador,Marketing,Norte,22003.47,2024-02-13,Ativo,62
478,Funcionário 0478,Diretor,Marketing,Nordeste,4424.86,2019-01-23,Desligado,24
479,Funcionário 0479,Gerente,Financeiro,Nordeste,8475.68,2021-02-27,Ativo,32
480,Funcionário 0480,Coordenador,Financeiro,Sudeste,22364.44,2015-06-14,Férias,45
481,Funcionário 0481,Estagiário,RH,Norte,5729.27,2022-08-25,Desligado,61
482,Funcionário 0482,Diretor,TI,Centro-Oeste,15340.76,2016-07-14,Ativo,58
483,Funcionário 0483,Assistente,Logística,Centro-Oeste,9183.95,2020-08-01,Férias,62
484,Funcionário 0484,Analista,Vendas,Sudeste,4502.63,2018-10-26,Férias,53
485,Funcionário 0485,Diretor,RH,Sudeste,15924.93,2022-07-30,Férias,52
486,Funcionário 0486,Analista,Financeiro,Centro-Oeste,4753.6,2021-12-11,Ativo,26
487,Funcionário 0487,Gerente,Contabilidade,Sul,23991.77,2017-03-02,Desligado,54
488,Funcionário 0488,Diretor,Marketing,Nordeste,12027.27,2022-03-24,Férias,59
489,Funcionário 0489,Diretor,Vendas,Norte,12862.91,2020-01-03,Ativo,63
490,Funcionário 0490,Coordenador,Financeiro,Centro-Oeste,14471.27,2024-05-28,Férias,58
491,Funcionário 0491,Assistente,Contabilidade,Nordeste,6981.7,2022-07-28,Desligado,24
492,Funcionário 0492,Coordenador,TI,Nordeste,21789.9,2017-10-19,Desligado,42
493,Funcionário 0493,Diretor,RH,Nordeste,19370.68,2024-02-25,Férias,36
494,Funcionário 0494,Estagiário,Vendas,Nordeste,24118.56,2016-11-03,Ativo,38
495,Funcionário 0495,Diretor,Contabilidade,Nordeste,8205.69,2021-12-09,Férias,60
496,Funcionário 0496,Estagiário,RH,Nordeste,6495.93,2019-04-03,Férias,54
497,Funcionário 0497,Diretor,Financeiro,Sul,4360.52,2019-05-30,Ativo,30
498,Funcionário 0498,Gerente,TI,Centro-Oeste,2076.91,2023-07-17,Desligado,53
499,Funcionário 0499,Gerente,RH,Sudeste,7949.14,2020-02-21,Desligado,34
500,Funcionário 0500,Gerente,Financeiro,Norte,14291.67,2024-12-29,Férias,49
501,Funcionário 0501,Diretor,RH,Centro-Oeste,10556.34,2023-07-26,Desligado,41
502,Funcionário 0502,Gerente,Logística,Sul,16678.73,2017-10-20,Ativo,56
503,Funcionário 0503,Assistente,RH,Norte,20206.18,2021-03-03,Ativo,38
504,Funcionário 0504,Estagiário,Financeiro,Centro-Oeste,9341.67,2015-08-30,Ativo,31
505,Funcionário 0505,Gerente,Logística,Sudeste,17191.78,2022-08-24,Ativo,45
506,Funcionário 0506,Gerente,Logística,Norte,23992.87,2020-12-21,Ativo,62
507,Funcionário 0507,Gerente,Marketing,Norte,22694.97,2018-05-09,Desligado,41
508,Funcionário 0508,Estagiário,Logística,Nordeste,12464.34,2021-04-18,Ativo,42
509,Funcionário 0509,Estagiário,Marketing,Sul,24647.07,2024-06-04,Férias,20
510,Funcionário 0510,Diretor,Financeiro,Norte,9460.96,2024-11-30,Férias,55
511,Funcionário 0511,Assistente,Logística,Norte,12596.36,2021-09-07,Férias,42
512,Funcionário 0512,Estagiário,Contabilidade,Nordeste,12474.97,2016-05-13,Ativo,53
513,Funcionário 0513,Gerente,Contabilidade,Sudeste,4129.87,2024-04-07,Desligado,41
514,Funcionário 0514,Diretor,TI,Centro-Oeste,22402.56,2022-07-10,Ativo,62
515,Funcionário 0515,Analista,Financeiro,Centro-Oeste,5555.38,2015-09-16,Ativo,46
516,Funcionário 0516,Analista,Vendas,Centro-Oeste,22628.35,2022-04-03,Ativo,65
517,Funcionário 0517,Analista,Marketing,Nordeste,16309.32,2019-03-27,Ativo,45
518,Funcionário 0518,Diretor,Vendas,Sul,6669.13,2018-08-26,Férias,56
519,Funcionário 0519,Estagiário,Vendas,Sudeste,3000.85,2016-09-22,Ativo,44
520,Funcionário 0520,Gerente,Marketing,Sul,17698.47,2016-03-07,Desligado,21
521,Funcionário 0521,Estagiário,TI,Sudeste,4507.74,2015-07-21,Férias,52
522,Funcionário 0522,Estagiário,TI,Norte,22739.55,2020-05-08,Férias,35
523,Funcionário 0523,Estagiário,Contabilidade,Sul,7529.58,2021-08-26,Férias,20
524,Funcionário 0524,Gerente,Vendas,Centro-Oeste,11109.32,2020-03-17,Ativo,19
525,Funcionário 0525,Estagiário,TI,Nordeste,13054.73,2021-12-02,Férias,60
526,Funcionário 0526,Gerente,RH,Sul,21122.22,2020-05-04,Ativo,33
527,Funcionário 0527,Coordenador,Contabilidade,Sul,5140.15,2020-04-25,Ativo,34
528,Funcionário 0528,Estagiário,RH,Sul,24830.06,2015-04-19,Ativo,41
529,Funcionário 0529,Gerente,TI,Sul,11092.15,2016-08-07,Desligado,37
530,Funcionário 0530,Analista,Marketing,Norte,17273.44,2018-02-14,Ativo,52
531,Funcionário 0531,Analista,Financeiro,Nordeste,6685.91,2024-10-03,Ativo,19
532,Funcionário 0532,Estagiário,Marketing,Sudeste,14872.47,2021-02-15,Férias,54
533,Funcionário 0533,Analista,Marketing,Norte,13315.01,2023-07-03,Ativo,48
534,Funcionário 0534,Coordenador,RH,Sul,7824.65,2017-12-20,Ativo,27
535,Funcionário 0535,Estagiário,Contabilidade,Sul,3747.4,2019-09-21,Férias,58
536,Funcionário 0536,Assistente,Vendas,Sudeste,14352.76,2017-05-17,Ativo,58
537,Funcionário 0537,Diretor,Vendas,Sul,22134.26,2024-04-29,Ativo,46
538,Funcionário 0538,Diretor,Vendas,Centro-Oeste,23568.54,2021-04-10,Ativo,44
539,Funcionário 0539,Assistente,Marketing,Sul,13098.48,2021-08-30,Ativo,58
540,Funcionário 0540,Estagiário,RH,Sudeste,3296.9,2017-11-17,Desligado,55
541,Funcionário 0541,Gerente,Financeiro,Sul,7049.11,2016-09-30,Férias,21
542,Funcionário 0542,Gerente,Marketing,Nordeste,18394.85,2023-04-07,Ativo,42
543,Funcionário 0543,Gerente,TI,Centro-Oeste,11063.51,2017-07-27,Ativo,35
544,Funcionário 0544,Diretor,Financeiro,Norte,14406.04,2022-02-06,Ativo,46
545,Funcionário 0545,Analista,Financeiro,Nordeste,20544.26,2017-08-27,Ativo,29
546,Funcionário 0546,Assistente,Vendas,Sul,19980.28,2024-06-23,Desligado,23
547,Funcionário 0547,Coordenador,TI,Nordeste,6873.51,2023-01-12,Férias,27
548,Funcionário 0548,Estagiário,Marketing,Sudeste,22726.26,2018-10-09,Ativo,29
549,Funcionário 0549,Coordenador,Marketing,Centro-Oeste,11390.2,2018-04-25,Desligado,32
550,Funcionário 0550,Coordenador,Logística,Nordeste,4720.79,2021-05-20,Ativo,20
551,Funcionário 0551,Analista,TI,Sudeste,22059.03,2021-09-22,Férias,52
552,Funcionário 0552,Analista,Contabilidade,Centro-Oeste,19709.89,2018-12-01,Ativo,65
553,Funcionário 0553,Gerente,Marketing,Sul,21920.2,2022-04-18,Ativo,26
554,Funcionário 0554,Gerente,Logística,Sul,23362.47,2019-10-30,Férias,53
555,Funcionário 0555,Estagiário,TI,Norte,22582.96,2018-10-22,Férias,33
556,Funcionário 0556,Coordenador,Financeiro,Sudeste,4651.72,2015-03-17,Ativo,37
557,Funcionário 0557,Assistente,Vendas,Norte,6970.69,2023-01-23,Ativo,36
558,Funcionário 0558,Gerente,RH,Centro-Oeste,11281.13,2016-06-07,Ativo,23
559,Funcionário 0559,Analista,Financeiro,Sul,22821.13,2022-12-06,Desligado,28
560,Funcionário 0560,Diretor,TI,Centro-Oeste,3262.62,2024-06-15,Férias,48
561,Funcionário 0561,Coordenador,RH,Sudeste,22772.9,2019-03-13,Ativo,32
562,Funcionário 0562,Estagiário,Marketing,Sudeste,6944.76,2019-02-03,Férias,30
563,Funcionário 0563,Assistente,Marketing,Sudeste,21297.81,2015-04-28,Ativo,27
564,Funcionário 0564,Assistente,Contabilidade,Sul,18840.47,2022-09-17,Ativo,39
565,Funcionário 0565,Assistente,Financeiro,Sul,6246.55,2024-08-31,Ativo,32
566,Funcionário 0566,Gerente,Financeiro,Nordeste,13512.0,2019-10-14,Desligado,65
567,Funcionário 0567,Diretor,Contabilidade,Nordeste,13015.46,2023-09-24,Férias,57
568,Funcionário 0568,Diretor,Vendas,Nordeste,2241.93,2022-05-10,Ativo,52
569,Funcionário 0569,Estagiário,Financeiro,Sul,16576.47,2020-05-07,Ativo,21
570,Funcionário 0570,Coordenador,Logística,Sul,12302.78,2020-11-27,Férias,65
571,Funcionário 0571,Gerente,RH,Sul,9938.66,2021-12-20,Ativo,58
